species_guid,plant_parts,pest_stage,visibility_type,spreading_way
8d82655d-abc3-4734-a683-b62d01ca30eb,茎;枝;芽,,不可见,
e4ffee07-acb1-4fd8-a340-256e02947859,全株,,,
26172ac4-348f-421b-aebb-14a856a077bd,种子,,,
26172ac4-348f-421b-aebb-14a856a077bd,种苗;组培苗,,,
26172ac4-348f-421b-aebb-14a856a077bd,叶,,,
26172ac4-348f-421b-aebb-14a856a077bd,茎;枝;芽,,,
26172ac4-348f-421b-aebb-14a856a077bd,花,,,
26172ac4-348f-421b-aebb-14a856a077bd,果实（包括果柄）,,,
26172ac4-348f-421b-aebb-14a856a077bd,根,,,
3457f7e6-a1e0-4bd6-815a-195fda420742,种子,,,
3457f7e6-a1e0-4bd6-815a-195fda420742,种苗;组培苗,,,
3457f7e6-a1e0-4bd6-815a-195fda420742,叶,,,
3457f7e6-a1e0-4bd6-815a-195fda420742,茎;枝;芽,,,
3457f7e6-a1e0-4bd6-815a-195fda420742,花,,,
3457f7e6-a1e0-4bd6-815a-195fda420742,果实（包括果柄）,,,
3457f7e6-a1e0-4bd6-815a-195fda420742,根,,,
0e47e93e-908f-4284-b638-ea2aed7006f8,种子,,,
0e47e93e-908f-4284-b638-ea2aed7006f8,种苗;组培苗,,裸眼可见,
0e47e93e-908f-4284-b638-ea2aed7006f8,叶,,裸眼可见,
0e47e93e-908f-4284-b638-ea2aed7006f8,鳞球茎（包括鳞茎/块茎/块根）,,不可见,
0e47e93e-908f-4284-b638-ea2aed7006f8,茎;枝;芽,,不可见,
0e47e93e-908f-4284-b638-ea2aed7006f8,花,,不可见,
0e47e93e-908f-4284-b638-ea2aed7006f8,果实（包括果柄）,,不可见,
0e47e93e-908f-4284-b638-ea2aed7006f8,根,,不可见,
f7d04864-885c-4937-bec2-13e995c97fbc,种子,,,
f7d04864-885c-4937-bec2-13e995c97fbc,种苗;组培苗,,,
f7d04864-885c-4937-bec2-13e995c97fbc,叶,,,
f7d04864-885c-4937-bec2-13e995c97fbc,茎;枝;芽,,,
f7d04864-885c-4937-bec2-13e995c97fbc,花,,,
f7d04864-885c-4937-bec2-13e995c97fbc,果实（包括果柄）,,,
f7d04864-885c-4937-bec2-13e995c97fbc,根,,,
94994e51-141e-46cd-8bc6-f4705558cafa,种子,,,
94994e51-141e-46cd-8bc6-f4705558cafa,种苗;组培苗,,,
94994e51-141e-46cd-8bc6-f4705558cafa,叶,,,
94994e51-141e-46cd-8bc6-f4705558cafa,茎;枝;芽,,,
94994e51-141e-46cd-8bc6-f4705558cafa,花,,,
94994e51-141e-46cd-8bc6-f4705558cafa,果实（包括果柄）,,,
94994e51-141e-46cd-8bc6-f4705558cafa,根,,,
12158e53-4e13-4793-b62f-f61ae7e1707f,种子,,,
12158e53-4e13-4793-b62f-f61ae7e1707f,种苗;组培苗,,,
12158e53-4e13-4793-b62f-f61ae7e1707f,叶,,,
12158e53-4e13-4793-b62f-f61ae7e1707f,茎;枝;芽,,,
12158e53-4e13-4793-b62f-f61ae7e1707f,花,,,
12158e53-4e13-4793-b62f-f61ae7e1707f,果实（包括果柄）,,,
12158e53-4e13-4793-b62f-f61ae7e1707f,根,,,
3ac0607d-49fa-4df5-ac28-d25c612e181c,叶,,,
3ac0607d-49fa-4df5-ac28-d25c612e181c,茎;枝;芽,,,
49730529-7b4e-449e-8f14-318b949817a8,全株,,,
497b83c0-276d-4617-ad49-9f3a6bd5a70e,全株,,,
88fd965c-30a8-4ab1-b461-31e4bbfbc06f,种子,,,
88fd965c-30a8-4ab1-b461-31e4bbfbc06f,种苗;组培苗,,,
88fd965c-30a8-4ab1-b461-31e4bbfbc06f,叶,,,
88fd965c-30a8-4ab1-b461-31e4bbfbc06f,茎;枝;芽,,,
88fd965c-30a8-4ab1-b461-31e4bbfbc06f,花,,,
88fd965c-30a8-4ab1-b461-31e4bbfbc06f,果实（包括果柄）,,,
88fd965c-30a8-4ab1-b461-31e4bbfbc06f,根,,,
e978fa1f-b1ad-4449-b527-74c8bcdf44af,种子,,,
e978fa1f-b1ad-4449-b527-74c8bcdf44af,种苗;组培苗,,裸眼可见,
e978fa1f-b1ad-4449-b527-74c8bcdf44af,叶,,裸眼可见,
e978fa1f-b1ad-4449-b527-74c8bcdf44af,茎;枝;芽,,不可见,
e978fa1f-b1ad-4449-b527-74c8bcdf44af,花,,不可见,
e978fa1f-b1ad-4449-b527-74c8bcdf44af,果实（包括果柄）,,裸眼可见,
e978fa1f-b1ad-4449-b527-74c8bcdf44af,根,,不可见,
e5acfe36-d5f2-4115-b9cd-2ccfce7ce907,种苗;组培苗,,裸眼可见,
e5acfe36-d5f2-4115-b9cd-2ccfce7ce907,叶,,裸眼可见,
e5acfe36-d5f2-4115-b9cd-2ccfce7ce907,茎;枝;芽,,不可见,
e5acfe36-d5f2-4115-b9cd-2ccfce7ce907,花,,不可见,
e5acfe36-d5f2-4115-b9cd-2ccfce7ce907,果实（包括果柄）,,不可见,
e5acfe36-d5f2-4115-b9cd-2ccfce7ce907,根,,不可见,
d3279fad-b814-4d2a-a299-63e7aa1543b6,全株,,,
bb5c2dc5-05cb-4ed3-9edd-7bda0526c693,全株,,,
bb5c2dc5-05cb-4ed3-9edd-7bda0526c693,根,,,
f3705adb-ad65-443a-8c3c-ab2f63ec37f1,种子,,,
f3705adb-ad65-443a-8c3c-ab2f63ec37f1,种苗;组培苗,,,
f3705adb-ad65-443a-8c3c-ab2f63ec37f1,叶,,,
f3705adb-ad65-443a-8c3c-ab2f63ec37f1,茎;枝;芽,,,
f3705adb-ad65-443a-8c3c-ab2f63ec37f1,花,,,
f3705adb-ad65-443a-8c3c-ab2f63ec37f1,根,,,
a87d40ab-d2f9-4f58-85f8-a467a4b1d129,种子,,,
a87d40ab-d2f9-4f58-85f8-a467a4b1d129,种苗;组培苗,,,
a87d40ab-d2f9-4f58-85f8-a467a4b1d129,叶,,,
a87d40ab-d2f9-4f58-85f8-a467a4b1d129,茎;枝;芽,,,
a87d40ab-d2f9-4f58-85f8-a467a4b1d129,花,,,
a87d40ab-d2f9-4f58-85f8-a467a4b1d129,果实（包括果柄）,,,
a87d40ab-d2f9-4f58-85f8-a467a4b1d129,根,,,
89b0c00f-ea69-434a-8290-cb9d821a6868,叶,,,
ca6acc10-d948-4aa2-9c6f-9b959cdaf174,全株,,,
6499e630-5004-4eb4-8d84-ca4990fccd98,种子,,,
6499e630-5004-4eb4-8d84-ca4990fccd98,种苗;组培苗,,,
6499e630-5004-4eb4-8d84-ca4990fccd98,叶,,,
6499e630-5004-4eb4-8d84-ca4990fccd98,茎;枝;芽,,,
6499e630-5004-4eb4-8d84-ca4990fccd98,花,,,
6499e630-5004-4eb4-8d84-ca4990fccd98,果实（包括果柄）,,,
6499e630-5004-4eb4-8d84-ca4990fccd98,根,,,
fcb44271-7a63-4936-9fcb-e2fb6622dfb3,叶,,,
1ec8ef56-fc61-4166-a23e-a2534cfbed14,种子,,,
1ec8ef56-fc61-4166-a23e-a2534cfbed14,种苗;组培苗,,,
1ec8ef56-fc61-4166-a23e-a2534cfbed14,叶,,,
1ec8ef56-fc61-4166-a23e-a2534cfbed14,茎;枝;芽,,,
1ec8ef56-fc61-4166-a23e-a2534cfbed14,花,,,
1ec8ef56-fc61-4166-a23e-a2534cfbed14,果实（包括果柄）,,,
1ec8ef56-fc61-4166-a23e-a2534cfbed14,根,,,
71179fce-6e04-4fb9-84c0-73acd0e36ec8,树皮,成虫,裸眼可见,
71179fce-6e04-4fb9-84c0-73acd0e36ec8,木材,卵/幼虫/蛹/成虫,光学显微镜可见,
71179fce-6e04-4fb9-84c0-73acd0e36ec8,茎;枝;芽,卵/幼虫/蛹/成虫,光学显微镜可见,
ac46290f-b942-4834-9db9-8378ec05d1ed,种子,,,
ac46290f-b942-4834-9db9-8378ec05d1ed,种苗;组培苗,,,
ac46290f-b942-4834-9db9-8378ec05d1ed,叶,,,
ac46290f-b942-4834-9db9-8378ec05d1ed,茎;枝;芽,,,
ac46290f-b942-4834-9db9-8378ec05d1ed,花,,,
ac46290f-b942-4834-9db9-8378ec05d1ed,根,,,
0b956f59-dd97-4acf-9cb8-1d525a94a515,叶,,,
b3d42cfb-372b-48ff-b5c0-aa553527cfc4,种子,,,
b3d42cfb-372b-48ff-b5c0-aa553527cfc4,种苗;组培苗,,,
b3d42cfb-372b-48ff-b5c0-aa553527cfc4,叶,,,
b3d42cfb-372b-48ff-b5c0-aa553527cfc4,茎;枝;芽,,,
b3d42cfb-372b-48ff-b5c0-aa553527cfc4,花,,,
b3d42cfb-372b-48ff-b5c0-aa553527cfc4,果实（包括果柄）,,,
b3d42cfb-372b-48ff-b5c0-aa553527cfc4,根,,,
f994f92d-6883-481b-93d5-976ffa7b939d,种子,,,
f994f92d-6883-481b-93d5-976ffa7b939d,种苗;组培苗,,,
f994f92d-6883-481b-93d5-976ffa7b939d,叶,,,
f994f92d-6883-481b-93d5-976ffa7b939d,茎;枝;芽,,,
f994f92d-6883-481b-93d5-976ffa7b939d,花,,,
f994f92d-6883-481b-93d5-976ffa7b939d,果实（包括果柄）,,,
f994f92d-6883-481b-93d5-976ffa7b939d,根,,,
b2f04515-aa9e-4a63-903c-e9fd29c35506,全株,,,
2103caa7-f909-469e-aaf3-10774a17be3c,种子,,,
2103caa7-f909-469e-aaf3-10774a17be3c,种苗;组培苗,,,
2103caa7-f909-469e-aaf3-10774a17be3c,叶,,,
2103caa7-f909-469e-aaf3-10774a17be3c,茎;枝;芽,,,
2103caa7-f909-469e-aaf3-10774a17be3c,花,,,
2103caa7-f909-469e-aaf3-10774a17be3c,果实（包括果柄）,,,
2103caa7-f909-469e-aaf3-10774a17be3c,根,,,
bafd0ced-f853-4975-8cac-b7238491992e,叶,,,
69e96401-96e8-4346-95e1-f0199ac5d778,全株,,,
76bd4be5-98aa-4910-884c-689489e434d5,种子,,,
76bd4be5-98aa-4910-884c-689489e434d5,种苗;组培苗,,,
76bd4be5-98aa-4910-884c-689489e434d5,叶,,,
76bd4be5-98aa-4910-884c-689489e434d5,花,,,
76bd4be5-98aa-4910-884c-689489e434d5,果实（包括果柄）,,,
76bd4be5-98aa-4910-884c-689489e434d5,根,,,
8e67e9d3-3bf6-4ac6-ba3f-443a8f455c7e,种子,,,
8e67e9d3-3bf6-4ac6-ba3f-443a8f455c7e,种苗;组培苗,,,
8e67e9d3-3bf6-4ac6-ba3f-443a8f455c7e,叶,,,
8e67e9d3-3bf6-4ac6-ba3f-443a8f455c7e,花,,,
8e67e9d3-3bf6-4ac6-ba3f-443a8f455c7e,根,,,
557feb12-5a10-4c63-88f4-1d32acea25a6,种苗;组培苗,,裸眼可见,
557feb12-5a10-4c63-88f4-1d32acea25a6,叶,,裸眼可见,
557feb12-5a10-4c63-88f4-1d32acea25a6,鳞球茎（包括鳞茎/块茎/块根）,,不可见,
557feb12-5a10-4c63-88f4-1d32acea25a6,茎;枝;芽,,不可见,
557feb12-5a10-4c63-88f4-1d32acea25a6,花,,不可见,
557feb12-5a10-4c63-88f4-1d32acea25a6,果实（包括果柄）,,不可见,
557feb12-5a10-4c63-88f4-1d32acea25a6,根,,不可见,
3c68a3bc-39ad-42ee-9e83-1d2d667f3201,种子,,,
3c68a3bc-39ad-42ee-9e83-1d2d667f3201,种苗;组培苗,,裸眼可见,
3c68a3bc-39ad-42ee-9e83-1d2d667f3201,叶,,裸眼可见,
3c68a3bc-39ad-42ee-9e83-1d2d667f3201,茎;枝;芽,,不可见,
3c68a3bc-39ad-42ee-9e83-1d2d667f3201,花,,,
3c68a3bc-39ad-42ee-9e83-1d2d667f3201,果实（包括果柄）,,裸眼可见,
3c68a3bc-39ad-42ee-9e83-1d2d667f3201,根,,不可见,
ddbd3c56-3509-4a25-9844-e42cf4c3e6dc,种子,,,
ddbd3c56-3509-4a25-9844-e42cf4c3e6dc,种苗;组培苗,,裸眼可见,
ddbd3c56-3509-4a25-9844-e42cf4c3e6dc,叶,,裸眼可见,
ddbd3c56-3509-4a25-9844-e42cf4c3e6dc,鳞球茎（包括鳞茎/块茎/块根）,,不可见,
ddbd3c56-3509-4a25-9844-e42cf4c3e6dc,茎;枝;芽,,,
ddbd3c56-3509-4a25-9844-e42cf4c3e6dc,花,,不可见,
ddbd3c56-3509-4a25-9844-e42cf4c3e6dc,果实（包括果柄）,,不可见,
ddbd3c56-3509-4a25-9844-e42cf4c3e6dc,根,,不可见,
8dd83bfe-26fb-4006-b142-1a0664cfded3,叶,,,
1dd6f4ad-9722-420b-96be-8ea532081f3d,种子,,,
1dd6f4ad-9722-420b-96be-8ea532081f3d,种苗;组培苗,,裸眼可见,
1dd6f4ad-9722-420b-96be-8ea532081f3d,叶,,裸眼可见,
1dd6f4ad-9722-420b-96be-8ea532081f3d,茎;枝;芽,,不可见,
1dd6f4ad-9722-420b-96be-8ea532081f3d,花,,不可见,
1dd6f4ad-9722-420b-96be-8ea532081f3d,果实（包括果柄）,,不可见,
1dd6f4ad-9722-420b-96be-8ea532081f3d,根,,不可见,
bb8db619-4dab-4ac7-8490-808f9f736263,全株,,,
2fc4e0b2-0ca2-425e-9574-b86cc80c5a50,叶,,裸眼可见,
2fc4e0b2-0ca2-425e-9574-b86cc80c5a50,茎;枝;芽,,不可见,
2fc4e0b2-0ca2-425e-9574-b86cc80c5a50,花,,裸眼可见,
2fc4e0b2-0ca2-425e-9574-b86cc80c5a50,果实（包括果柄）,,裸眼可见,
b398652b-5d10-4dae-885f-9e4b0b8d8cf3,全株,,,
9988d157-b227-49fe-9b6c-becc83a5bb5b,叶,,,
a9046d5d-136a-43ac-a458-72fdfceb7262,叶,,,
33890b39-a16d-49c8-9d4c-928e2c2fcf76,种子,,,
33890b39-a16d-49c8-9d4c-928e2c2fcf76,种苗;组培苗,,裸眼可见,
33890b39-a16d-49c8-9d4c-928e2c2fcf76,叶,,裸眼可见,
33890b39-a16d-49c8-9d4c-928e2c2fcf76,鳞球茎（包括鳞茎/块茎/块根）,,,
33890b39-a16d-49c8-9d4c-928e2c2fcf76,茎;枝;芽,,不可见,
33890b39-a16d-49c8-9d4c-928e2c2fcf76,花,,不可见,
33890b39-a16d-49c8-9d4c-928e2c2fcf76,果实（包括果柄）,,不可见,
33890b39-a16d-49c8-9d4c-928e2c2fcf76,根,,不可见,
50002ee1-7cc5-4366-8929-c11629d1707a,种子,,,
50002ee1-7cc5-4366-8929-c11629d1707a,种苗;组培苗,,裸眼可见,
50002ee1-7cc5-4366-8929-c11629d1707a,叶,,裸眼可见,
50002ee1-7cc5-4366-8929-c11629d1707a,茎;枝;芽,,不可见,
50002ee1-7cc5-4366-8929-c11629d1707a,花,,不可见,
50002ee1-7cc5-4366-8929-c11629d1707a,果实（包括果柄）,,不可见,
50002ee1-7cc5-4366-8929-c11629d1707a,根,,不可见,
a489e9cd-159d-42e0-97a0-82e678792499,叶,,,
3429638a-b582-4571-9a62-c172c8312e59,种子,,,
3429638a-b582-4571-9a62-c172c8312e59,种苗;组培苗,,,
3429638a-b582-4571-9a62-c172c8312e59,叶,,,
3429638a-b582-4571-9a62-c172c8312e59,花,,,
3429638a-b582-4571-9a62-c172c8312e59,果实（包括果柄）,,,
3429638a-b582-4571-9a62-c172c8312e59,根,,,
a581b061-584b-4c82-83b1-c2bb501aca21,种子,,,
a581b061-584b-4c82-83b1-c2bb501aca21,种苗;组培苗,,,
a581b061-584b-4c82-83b1-c2bb501aca21,叶,,,
a581b061-584b-4c82-83b1-c2bb501aca21,花,,,
a581b061-584b-4c82-83b1-c2bb501aca21,果实（包括果柄）,,,
a581b061-584b-4c82-83b1-c2bb501aca21,根,,,
41120346-5402-4b84-bc01-a1357a4be187,叶,,,
49d8a631-c703-421e-a925-bc41d6452d77,全株,,,
4950bb9c-83a5-4b9f-b2d1-277e1fef57db,生长介质,蛹,裸眼可见,
4950bb9c-83a5-4b9f-b2d1-277e1fef57db,果实（包括果柄）,卵/幼虫,裸眼可见,
752a0acd-9151-4de6-9300-1c249eacbcac,枝,,,
752a0acd-9151-4de6-9300-1c249eacbcac,叶,,,
752a0acd-9151-4de6-9300-1c249eacbcac,茎;枝;芽,,,
752a0acd-9151-4de6-9300-1c249eacbcac,果实（包括果柄）,,,
b02cea39-4979-4a72-a8dc-0a9cb53de996,种子,,,
b02cea39-4979-4a72-a8dc-0a9cb53de996,种苗;组培苗,,,
b02cea39-4979-4a72-a8dc-0a9cb53de996,叶,,,
b02cea39-4979-4a72-a8dc-0a9cb53de996,茎;枝;芽,,,
b02cea39-4979-4a72-a8dc-0a9cb53de996,花,,,
b02cea39-4979-4a72-a8dc-0a9cb53de996,果实（包括果柄）,,,
b02cea39-4979-4a72-a8dc-0a9cb53de996,根,,,
422b6d50-9d08-431d-97b0-651fdba25d7f,种子,,,
422b6d50-9d08-431d-97b0-651fdba25d7f,种苗;组培苗,,,
422b6d50-9d08-431d-97b0-651fdba25d7f,叶,,,
422b6d50-9d08-431d-97b0-651fdba25d7f,芽,,,
422b6d50-9d08-431d-97b0-651fdba25d7f,全株,,,
422b6d50-9d08-431d-97b0-651fdba25d7f,茎;枝;芽,,,
422b6d50-9d08-431d-97b0-651fdba25d7f,茎,,,
422b6d50-9d08-431d-97b0-651fdba25d7f,花,,,
422b6d50-9d08-431d-97b0-651fdba25d7f,果实（包括果柄）,,,
422b6d50-9d08-431d-97b0-651fdba25d7f,根,,,
214b65fc-1adc-4f4e-9ba2-297a5f437d61,全株,,,
8efd1819-e7bd-44a0-8bb2-885392d56530,种子,,,
8efd1819-e7bd-44a0-8bb2-885392d56530,种苗;组培苗,,,
8efd1819-e7bd-44a0-8bb2-885392d56530,叶,,,
8efd1819-e7bd-44a0-8bb2-885392d56530,鳞球茎（包括鳞茎/块茎/块根）,孢子/菌丝,不可见,
8efd1819-e7bd-44a0-8bb2-885392d56530,茎;枝;芽,孢子/菌丝,不可见,
8efd1819-e7bd-44a0-8bb2-885392d56530,花,,,
8efd1819-e7bd-44a0-8bb2-885392d56530,果实（包括果柄）,,,
8efd1819-e7bd-44a0-8bb2-885392d56530,根,孢子/菌丝,不可见,
f140eeb1-ce49-4661-a712-592ac3f32d72,种苗;组培苗,幼虫/若虫/蛹/成虫,裸眼可见,
f140eeb1-ce49-4661-a712-592ac3f32d72,叶,幼虫/若虫/蛹/成虫,裸眼可见,
f140eeb1-ce49-4661-a712-592ac3f32d72,茎;枝;芽,幼虫/若虫/蛹/成虫,裸眼可见,
f140eeb1-ce49-4661-a712-592ac3f32d72,花,幼虫/若虫/蛹/成虫,裸眼可见,
f140eeb1-ce49-4661-a712-592ac3f32d72,果实（包括果柄）,幼虫/若虫/蛹/成虫,裸眼可见,
80a3fba1-a1f8-41f9-a018-d50fb692d518,种子,,,
80a3fba1-a1f8-41f9-a018-d50fb692d518,种苗;组培苗,,,
80a3fba1-a1f8-41f9-a018-d50fb692d518,叶,,,
80a3fba1-a1f8-41f9-a018-d50fb692d518,茎;枝;芽,,,
80a3fba1-a1f8-41f9-a018-d50fb692d518,花,,,
80a3fba1-a1f8-41f9-a018-d50fb692d518,果实（包括果柄）,,,
80a3fba1-a1f8-41f9-a018-d50fb692d518,根,,,
efc49eca-4f09-49ec-81b2-fddc2b883dda,全株,,,
da27675d-f777-4f8a-bfe3-618995220814,种子,,不可见,
da27675d-f777-4f8a-bfe3-618995220814,种苗;组培苗,,裸眼可见,
da27675d-f777-4f8a-bfe3-618995220814,叶,,裸眼可见,
da27675d-f777-4f8a-bfe3-618995220814,茎;枝;芽,,不可见,
da27675d-f777-4f8a-bfe3-618995220814,花,,不可见,
da27675d-f777-4f8a-bfe3-618995220814,果实（包括果柄）,,不可见,
da27675d-f777-4f8a-bfe3-618995220814,根,,不可见,
79f8aaaf-65c6-4941-8270-500d799ffeec,叶,,,
5dfb6d81-6091-449a-b93a-4826a0fe0399,种子,,,
5dfb6d81-6091-449a-b93a-4826a0fe0399,种苗;组培苗,,,
5dfb6d81-6091-449a-b93a-4826a0fe0399,叶,,,
5dfb6d81-6091-449a-b93a-4826a0fe0399,茎;枝;芽,,,
5dfb6d81-6091-449a-b93a-4826a0fe0399,花,,,
5dfb6d81-6091-449a-b93a-4826a0fe0399,根,,,
4ccf47eb-ce91-4bf9-a336-f544ec058fd0,种苗;组培苗,,不可见,
4ccf47eb-ce91-4bf9-a336-f544ec058fd0,叶,,不可见,
4ccf47eb-ce91-4bf9-a336-f544ec058fd0,鳞球茎（包括鳞茎/块茎/块根）,,不可见,
4ccf47eb-ce91-4bf9-a336-f544ec058fd0,茎;枝;芽,,不可见,
4ccf47eb-ce91-4bf9-a336-f544ec058fd0,花,,不可见,
4ccf47eb-ce91-4bf9-a336-f544ec058fd0,果实（包括果柄）,,不可见,
4ccf47eb-ce91-4bf9-a336-f544ec058fd0,根,,不可见,
59ae70c9-25d7-4278-909d-4667ef37c222,种子,种子,,
59ae70c9-25d7-4278-909d-4667ef37c222,种苗;组培苗,整株,,
59ae70c9-25d7-4278-909d-4667ef37c222,叶,种子,,
59ae70c9-25d7-4278-909d-4667ef37c222,生长介质,种子/根,,
59ae70c9-25d7-4278-909d-4667ef37c222,茎;枝;芽,种子,,
59ae70c9-25d7-4278-909d-4667ef37c222,花,种子,,
59ae70c9-25d7-4278-909d-4667ef37c222,果实（包括果柄）,种子,,
59ae70c9-25d7-4278-909d-4667ef37c222,根,种子/根,,
9f8ed86c-d426-450c-a13c-264ad833239e,叶,,,
b2275d6a-2a1d-4220-8ae5-97e370ced735,种子,,,
b2275d6a-2a1d-4220-8ae5-97e370ced735,种苗;组培苗,,,
b2275d6a-2a1d-4220-8ae5-97e370ced735,叶,,,
b2275d6a-2a1d-4220-8ae5-97e370ced735,茎;枝;芽,,,
b2275d6a-2a1d-4220-8ae5-97e370ced735,花,,,
b2275d6a-2a1d-4220-8ae5-97e370ced735,根,,,
4f98e278-2291-4970-b7b6-04281ca8d227,种子,,,
4f98e278-2291-4970-b7b6-04281ca8d227,种苗;组培苗,,,
4f98e278-2291-4970-b7b6-04281ca8d227,叶,,,
4f98e278-2291-4970-b7b6-04281ca8d227,茎;枝;芽,,,
4f98e278-2291-4970-b7b6-04281ca8d227,花,,,
4f98e278-2291-4970-b7b6-04281ca8d227,果实（包括果柄）,,,
4f98e278-2291-4970-b7b6-04281ca8d227,根,,,
2acd00d0-1659-407d-baed-3dc3730151e8,种子,,,
2acd00d0-1659-407d-baed-3dc3730151e8,种苗;组培苗,,裸眼可见,
2acd00d0-1659-407d-baed-3dc3730151e8,叶,,裸眼可见,
2acd00d0-1659-407d-baed-3dc3730151e8,鳞球茎（包括鳞茎/块茎/块根）,,不可见,
2acd00d0-1659-407d-baed-3dc3730151e8,茎;枝;芽,,不可见,
2acd00d0-1659-407d-baed-3dc3730151e8,花,,不可见,
2acd00d0-1659-407d-baed-3dc3730151e8,果实（包括果柄）,,不可见,
2acd00d0-1659-407d-baed-3dc3730151e8,根,,不可见,
cbf28659-fad9-43d5-b066-5cfe43b2187c,种子,,,
cbf28659-fad9-43d5-b066-5cfe43b2187c,种苗;组培苗,,不可见,
cbf28659-fad9-43d5-b066-5cfe43b2187c,叶,,不可见,
cbf28659-fad9-43d5-b066-5cfe43b2187c,鳞球茎（包括鳞茎/块茎/块根）,,不可见,
cbf28659-fad9-43d5-b066-5cfe43b2187c,茎;枝;芽,,不可见,
cbf28659-fad9-43d5-b066-5cfe43b2187c,花,,不可见,
cbf28659-fad9-43d5-b066-5cfe43b2187c,果实（包括果柄）,,不可见,
cbf28659-fad9-43d5-b066-5cfe43b2187c,根,,不可见,
745b4379-f734-429b-9b0b-0bc3b6739cc3,全株,,,
48168120-3690-4f5c-9416-dc32f0880d87,种子,,,
48168120-3690-4f5c-9416-dc32f0880d87,种苗;组培苗,,,
48168120-3690-4f5c-9416-dc32f0880d87,叶,,,
48168120-3690-4f5c-9416-dc32f0880d87,花,,,
48168120-3690-4f5c-9416-dc32f0880d87,根,,,
e640e8ca-4639-4184-8ce0-66014092c675,全株,,,
b4c8ae5f-9894-419a-87d2-ed38c43aca22,枝,"成虫,若虫",裸眼可见,
b4c8ae5f-9894-419a-87d2-ed38c43aca22,叶,"卵（节肢动物）,若虫",裸眼可见,
b4c8ae5f-9894-419a-87d2-ed38c43aca22,芽,"成虫,若虫",裸眼可见,
b4c8ae5f-9894-419a-87d2-ed38c43aca22,茎,"成虫,若虫",裸眼可见,
b4c8ae5f-9894-419a-87d2-ed38c43aca22,果实（包括果柄）,卵（节肢动物）,裸眼可见,
6e773847-2735-46f1-b58b-5dd75478f6e3,茎,,,
9a2ed58a-f91c-41cb-84bc-9c3426274501,全株,,,
d63484ee-900c-43ae-8e41-89f1b91c0589,叶,,,
2be0d549-1cea-4295-a40a-79c076c113b3,全株,,,
6b4e65d0-0fe4-400d-871a-bec6a140db75,枝,,,
6b4e65d0-0fe4-400d-871a-bec6a140db75,茎,,,
f0812ce4-c15c-40de-a079-a8ee0b7bdf35,全株,,,
a2987165-d150-4a2d-a559-a41a70e42bd2,全株,,,
aee580f0-4457-4856-8091-e9b2ff04d951,树皮,成虫,裸眼可见,
aee580f0-4457-4856-8091-e9b2ff04d951,茎;枝;芽,卵/幼虫/若虫/蛹/成虫,裸眼可见,
f6db689f-84b1-497b-aa4a-bf620403c6b7,叶,,,
f6db689f-84b1-497b-aa4a-bf620403c6b7,茎,,,
f6db689f-84b1-497b-aa4a-bf620403c6b7,花,,,
f6db689f-84b1-497b-aa4a-bf620403c6b7,果实（包括果柄）,,,
c3f85084-6133-496a-9f81-3bf84c7f99d6,全株,,,
7e4aee0e-9f30-4e44-ba07-9e707c8d5404,全株,,,
a36cf755-7b52-4fac-90e4-bfa43b3ebe60,叶,卵/幼虫/成虫,裸眼可见,
a36cf755-7b52-4fac-90e4-bfa43b3ebe60,树皮,成虫,裸眼可见,
a36cf755-7b52-4fac-90e4-bfa43b3ebe60,生长介质,蛹/成虫,裸眼可见,
a36cf755-7b52-4fac-90e4-bfa43b3ebe60,茎;枝;芽,幼虫/成虫,裸眼可见,
429bf63e-d27f-49e1-82b5-92013e86aa45,全株,,,
b05e9e68-b57e-4fad-a061-e5479e3b0efb,全株,,,
22d0ae9e-6714-40e6-a9c7-c4ed40e362d4,种子,种子/果实,裸眼可见,
22d0ae9e-6714-40e6-a9c7-c4ed40e362d4,茎;枝;芽,种子/果实,裸眼可见,
aa0ce161-a30b-46d7-bf7c-09cca2646bc7,种子,果实,,
aa0ce161-a30b-46d7-bf7c-09cca2646bc7,果实（包括果柄）,种子,,
3509f370-14b1-4ff2-a055-9d5d056b3e95,花,,,
569d5de0-cf2e-47fb-93e1-404b6cc0fcbb,全株,,,
7699518e-6203-40b3-8559-a56852d263d0,种子,,,
7699518e-6203-40b3-8559-a56852d263d0,种苗;组培苗,,不可见,
7699518e-6203-40b3-8559-a56852d263d0,叶,,不可见,
7699518e-6203-40b3-8559-a56852d263d0,茎;枝;芽,,不可见,
7699518e-6203-40b3-8559-a56852d263d0,花,,不可见,
7699518e-6203-40b3-8559-a56852d263d0,果实（包括果柄）,,,
7699518e-6203-40b3-8559-a56852d263d0,根,,不可见,
2590c232-d850-4edb-b449-d85ef88ad654,全株,,,
cf1978a9-09c9-45c4-91de-ba1807e110ad,全株,,,
5f9bd286-edb0-41db-8995-89fac402ebea,叶,,,
5f9bd286-edb0-41db-8995-89fac402ebea,全株,,,
5f9bd286-edb0-41db-8995-89fac402ebea,茎,,,
f5492543-ffed-441a-8087-899f01ae048b,叶,,,
f5492543-ffed-441a-8087-899f01ae048b,茎,,,
60a64990-82b4-408c-87a6-d798f9dde737,种子,,,
60a64990-82b4-408c-87a6-d798f9dde737,种苗;组培苗,,,
60a64990-82b4-408c-87a6-d798f9dde737,叶,,不可见,
60a64990-82b4-408c-87a6-d798f9dde737,全株,,,
