id,species_guid,host_guid,host_name,host_name_cn,host_types
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,825e60b6-4918-42d3-a786-bfb1a00803e1,Cyperus,莎草属,"其他,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,67ed1805-1dcd-4328-8e2a-37c8363b743c,Cytisus scoparius,金雀儿,",为害植物,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,789d9361-0ed0-48e8-a737-46b565456436,Daphne,瑞香属,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,10619bc4-12fd-44d8-93ac-30ecc8d6d272,Datura,曼陀罗属,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,c53dbcc2-34f6-4e7b-ba2d-dc123b02781f,Datura stramonium,曼陀罗,"接种寄主,为害植物,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,4086f9f3-1ad7-40ec-ab8c-86ce40987857,Daucus carota,野胡萝卜,",接种寄主,危害植物,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,c8c588ff-d738-4053-aaa3-a45ce665a2e4,Daucus carota var. sativus,胡萝卜,"接种寄主,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,264b0014-57b3-4c4a-88f2-9e080aab8d8b,Desmodium,山蚂蝗属,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,e2820c3d-7927-4059-91ff-429603cd9c95,Digitalis purpurea,毛地黄,"接种寄主,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,9bd99494-ea0e-4fc7-b874-6ccd0ead22cd,Dioscorea,薯蓣属,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,bfde649a-fc72-4497-9a50-8127b9ad2c81,Dioscorea esculenta,甘薯,",为害植物,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,78fa8971-bfd5-4261-ae5a-120ace64fcf1,Dioscorea japonica,日本薯蓣,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,fde6c863-f01f-47d8-a1e7-06e54717c08f,Epipremnum pinnatum,麒麟叶,"为害植物,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,7781574a-5fe7-480b-836b-5be2a6ac35f3,Equisetum arvense,问荆,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,35e675ba-9542-470a-ac11-5c8e3a02be45,Erigeron,飞蓬属,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,65fdcdc6-f56d-4be3-b48e-d028e26c8b6c,Erigeron canadensis,小蓬草,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,f59b3ddf-1fad-47e3-a8bc-ea35934b7474,Euphorbia,大戟属,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,b96fa143-83bf-4258-9aa5-d59ec06d4c92,Euphorbia pulcherrima,一品红,",接种寄主,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,36718baa-364f-4c86-be83-fb12c2d17587,Eustoma grandiflorum,洋桔梗，草原龙胆,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,9bc73c47-dd48-4f63-92a5-ab310710a216,Eutrema wasabi,山萮菜,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,28755fe9-7e30-4abd-abb0-d9585921568c,Fuchsia hybrids,,",自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,113e686a-8342-4833-8aa4-58f7b7f07b42,Galactia,乳豆属,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,5ae675b9-8d97-4ade-930c-c885ea01937f,Geranium,老鹳草属,"接种寄主,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,d8270533-909c-4c30-a139-47af3e6e4b18,Gerbera jamesonii,非洲菊,",接种寄主,其他,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,e0275ee3-56f6-4421-9f49-1b438346332a,Glycine max,大豆,",接种寄主,其他,为害植物,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,ae1caabe-dd5e-4943-baa9-c2d6377d8b63,Gomphrena globosa,千日红,"接种寄主,其他,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,8846c805-a105-442c-b7ec-bce72aa4c482,Gossypium,棉属,",其他,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,7ddfc37d-8468-482b-ae36-e505299dc6a6,Helianthus annuus,向日葵,",接种寄主,为害植物,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,589036be-ddc5-44fe-bda1-452c3c711583,Helianthus tuberosus,菊芋,",自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,3dc0cb26-4a48-4c83-a17a-005794426c8a,Hosta,玉簪属,",自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,35756d8d-8b0d-40fd-8d9a-e00e69e13c17,Ilex,冬青属,",自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,49bd3484-123e-4d9a-ae93-e313fe5e5000,Indigofera pseudotinctoria,马棘,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,1f350363-aa98-4a05-b162-e87dd7654812,Ipomoea batatas,番薯；金叶甘薯,",其他,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,087eb0a7-b452-4d44-80ac-43b0706aa0f5,Ipomoea quamoclit,茑萝,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,71c58763-cbf5-407d-af18-8226a2b5f654,Kalanchoe blossfeldiana,长寿花,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,b63558df-3579-4bb2-ad17-3b3fc3af88a2,Lablab purpureus,扁豆,"接种寄主,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,39f63846-c515-4aff-b04a-508eb11e68fc,Lactuca sativa,莴苣,",接种寄主,其他,为害植物,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,2d071417-9043-4f2f-a543-eb0d6c9ed764,Lagenaria siceraria,葫芦，瓠瓜,",自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,f205912d-3507-4e3d-beb0-0675993f4521,Lamium amplexicaule,宝盖草,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,b818ed1d-5d33-44d6-971c-3dab4f32c390,Lathyrus odoratus,香豌豆，麝香豌豆,",接种寄主,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,c9707f14-7d27-4bde-a047-c5166a670a24,Lens culinaris ssp. culinaris,,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,13457187-4dbc-4313-9fe6-7fb7fecda571,Lens spp.,,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,724a3ae8-939d-4e1d-b9fb-6a39f11c8521,Lespedeza,胡枝子属,"接种寄主,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,9b617d00-0703-4527-ae8a-e0d17ef0ee67,Linaria,柳穿鱼属,"为害植物,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,ed0b23bd-53b2-465a-8770-ef82a67dd75c,Linum usitatissimum,亚麻,",自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,6e05796c-efb0-4e3a-a2b5-98400eba9b8d,Lotus corniculatus,百脉根,",自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,cb9f5f16-0fa8-45ca-a6f8-7514c6f5e74e,Luffa aegyptiaca,丝瓜,",自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,37586510-d2f3-4aa4-9c7c-27ee8664143b,Lupinus,羽扇豆属,",接种寄主,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,88b6f921-17f7-4f1c-ae84-da27125adcac,Lychnis,剪秋罗属,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,3e6ff214-9537-48b3-97a2-48c05545f226,Lysimachia,珍珠菜属,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,8160813f-3303-475d-b5de-b2fbaeebfd28,Malva,锦葵属,",自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,bf9e8601-53da-4ed0-9766-a823ab966adc,Matthiola incana,紫罗兰,",接种寄主,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,3aaa3d03-33d4-4b05-aa30-db61f41317a1,Medicago denticulata,,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,8e2c40f7-24d5-4e46-86a4-9a8d47a19f32,Medicago lupulina,天兰苜蓿,",接种寄主,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,0e16212e-fa81-4e54-bf4c-ede28e25a76f,Medicago sativa,紫苜蓿,",接种寄主,其他,为害植物,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,a6928e6e-91b6-4d1d-9806-c16dcbc79325,Melilotus,草木樨属,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,dc5e7f51-c9a2-4ce9-8e95-564a88738cca,Melilotus spp.,,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,6c9e7a59-31a0-42ca-b84f-80fe1a193639,Mentha arvensis,田野薄荷,",自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,5378c2ec-4303-4057-809e-11448fdc9a13,Mentha arvensis var. piperascens,野薄荷,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,5e97317f-ae88-47d1-ae2d-0969bd599a19,Mimosa pudica,含羞草,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,3cf2de55-f497-4bd8-8146-c14226431d6d,Momordica charantia,苦瓜,",为害植物,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,3ca7de60-355c-4e76-8c27-e5977a0843d1,Nasturtium officinale,豆瓣菜,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,71ee9463-2d33-4e10-8057-9d0a33b17cc5,Nicotiana,烟草属,"接种寄主,为害植物,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,9174be4a-e1b4-449b-85ef-4ff046068d1b,Nicotiana tabacum,烟草,",接种寄主,其他,为害植物,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,5d58c33e-f16b-46c7-b9a3-1a4c62b5d73a,Oenothera,月见草属,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,5316d687-3327-47c7-b19f-24e364c08e5c,Onobrychis spp.,,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,fca84e00-3e7d-4abe-848d-dcd3be9f8e7a,Ornithopus sativus,鸟足豆,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,6b357f60-1132-46a2-8799-f85ff44e8dc4,Oxalis,酢浆草属,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,705c8231-d11a-41a1-9a20-a1d2b5eecc4b,Paeonia,芍药属,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,79434d38-d5d7-4d60-a2bd-5bccbfa59465,Paeonia lactiflora,芍药,"为害植物,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,345eac7a-4c32-4458-9e1a-d4022d1bd2e0,Panax ginseng,人参,"接种寄主,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,d4565ce5-05bd-42ba-b084-17cd6369fab8,Panax quinquefolius,西洋参,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,fa32a4d0-b908-474b-900b-acec731d6975,Papaver,罂粟属,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,ad6bf993-a224-4542-bc73-89c9af4d6417,Paphiopedilum,兜兰属,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,41ca756b-1b88-4376-b5ef-3b09e6f5de87,Pelargonium,天竺葵属,",自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,a7a5b31b-a011-4dd8-98d3-6aa4a294fdf6,Pelargonium × hortorum,天竺葵属杂交种,"接种寄主,为害植物,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,268ceea2-e111-4cfb-bd60-59d31a105b3d,Petasites japonicus,蜂斗菜,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,da1e99af-41fa-4bad-9c0a-b646e13090ac,Petroselinum crispum subsp. crispum,皱叶欧芹,"接种寄主,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,fcbc04f7-6996-4659-82ba-17df7a701e0c,Petunia × atkinsiana,矮牵牛,",接种寄主,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,bfe9d8bb-9cd2-4f64-9e84-132c0a1b5e08,Phaseolus,菜豆属,",接种寄主,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,053266e2-e48f-4145-9dd3-2ca45709dc8c,Phaseolus vulgaris,菜豆,",接种寄主,其他,为害植物,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,463d6f8d-faec-429b-bd32-c32b0f2dade1,Phlox,福禄考属,",自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,aeb0f477-78cd-491f-8637-bb83f229dee0,Physalis,酸浆属；洋酸浆属,"接种寄主,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,220958e8-bcee-434a-9a5c-22d6e62c7328,Piper nigrum,胡椒,"接种寄主,为害植物,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,14b78eae-babd-4eea-aebb-32e23ef679a7,Pisum sativum,豌豆,",接种寄主,为害植物,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,d3e440cb-ddcd-4738-876a-122c4e5a7a73,Polygonum,萹蓄属,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,9aafae43-c9aa-4696-ba89-7e1ffc0729bb,Portulaca,马齿苋属,",自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,0d83e6f8-345c-4c99-8dd1-b076a9ff84b5,Primula sieboldii,樱草,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,cddee900-0e90-4b1f-b50d-5bf8fd5b3674,Prunus,李属,",其他,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,2a047212-f81e-4f4d-9207-1e997686ff9c,Prunus avium,欧洲甜樱桃,",,其他,为害植物,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,23de093c-94c2-4247-a505-c28829da6244,Prunus domestica,欧洲李,",接种寄主,其他,为害植物,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,f41faeef-4f29-4003-91d4-250e4db742ae,Punica granatum,石榴,",其他,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,caab07ab-106a-40f1-9947-c036eaf9a119,Robinia,刺槐属，洋槐属,",自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,1e0aa620-4797-493e-a392-5319d4dfda13,Robinia pseudoacacia,刺槐；洋槐,",为害植物,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,b821c938-ef78-4cd1-ae4c-b0e15751321b,Saccharum officinarum,甘蔗,",接种寄主,其他,为害植物,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,8b4b81ca-e775-427f-b4e9-f2170431da2b,Saintpaulia ionantha,非洲紫罗兰，非洲紫苣苔,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,b0a8c93b-78d1-48a7-9d54-c41944e9095b,Salvia officinalis,药用鼠尾草,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,346d2eeb-f61e-4270-be01-7580cf78051a,Senecio,千里光属,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,5d2ad7ec-fba4-429a-a910-dfd2bc6fd023,Sesamum indicum,芝麻,",接种寄主,为害植物,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,c0ced15d-ab07-4ed0-940c-3373635a45aa,Sinningia speciosa,大岩桐,"为害植物,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,adfc1a1f-33f7-4e0d-86d7-dc62463a6200,Solanum lycopersicum,番茄,",,接种寄主,其他,为害植物,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,5b9d1e36-3873-47fa-9f3b-ff63b32b9cb3,Solanum melongena,茄,",,接种寄主,其他,为害植物,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,516f9166-b9fa-41f4-96f1-c05920b60e05,Solanum tuberosum,马铃薯,",,接种寄主,其他,危害植物,为害植物,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,1620442f-475c-4d2b-ae6c-d3257c48c93c,Stellaria media,繁缕,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,35d87d45-9875-4161-9e64-ce0e9ab75127,Strophostyles helvola,(曲柱豆属),自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,d4976804-b599-4859-98fc-237bced8cc21,Syringa vulgaris,欧丁香,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,1c07ead3-4f8f-4d09-96bd-9688ccd5b989,Tectona grandis,柚木,",为害植物,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,2b858357-960d-4109-942f-9edaf6648994,Tephrosia,灰毛豆属,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,f852fec1-7389-48c1-8a92-c3613b81c6ce,Trifolium,车轴草属,",接种寄主,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,cd08cf53-a64a-4449-9165-e173a0cfb638,Trifolium spp.,,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,bc73b82e-ff4f-413c-8721-e37e185357d1,Trigonella spp.,,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,088387ab-f6ab-4b50-a522-2f7cb67becee,Ulex europaeus,荆豆,",自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,a3ec0862-423d-4aa9-b9bf-040a52f5de41,Ulmus americana,美洲榆,",其他,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,f98d9467-06f2-4c0b-9388-e372432bdc97,Valerianella locusta,,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,a60a7f7c-d255-4950-b85d-ec0b01152b8b,Verbena hybrids,,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,57045d4f-ec21-4c64-8df8-4e8870c797fc,Vicia,野豌豆属,",自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,4b051de2-16ac-4919-930c-f7cfd1186227,Vicia faba,蚕豆,",接种寄主,其他,为害植物,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,bf6f8374-df34-44bb-aff9-5f2ba2cde1a4,Vicia spp.,,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,f4677197-10c2-4d4a-afd9-1f3e40570217,Vigna radiata,绿豆,",接种寄主,为害植物,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,225477a9-7155-47d4-877d-dfcd71ead4fc,Vigna unguiculata,豇豆,",接种寄主,其他,为害植物,自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,acf31734-7e76-4261-a7a8-80621a93d1f3,Vinca major,蔓长春花,自然寄主
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,0e8e067e-b5e1-4594-a4ab-f19474f0b6f5,Viola,堇菜属,",自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,9ed24dd5-0160-4406-9b2d-c9de4f4aa6d3,Wisteria floribunda,多花紫藤,",自然寄主"
,8d01dcf8-ed1d-41c8-88ff-2890853a75f8,49eed636-f7e2-44e8-b654-e329735bf2c4,Zantedeschia aethiopica,马蹄莲,"其他,自然寄主"
,e0ef18c2-a6a8-4132-960c-58a4a8b829fb,1f7ced4d-eaf4-45d4-8bbc-336bd09ec3f6,Arachis hypogaea,落花生,",接种寄主,其他,为害植物,自然寄主"
,e0ef18c2-a6a8-4132-960c-58a4a8b829fb,e0275ee3-56f6-4421-9f49-1b438346332a,Glycine max,大豆,",接种寄主,其他,为害植物,自然寄主"
,e0ef18c2-a6a8-4132-960c-58a4a8b829fb,5b9d1e36-3873-47fa-9f3b-ff63b32b9cb3,Solanum melongena,茄,",,接种寄主,其他,为害植物,自然寄主"
,e0ef18c2-a6a8-4132-960c-58a4a8b829fb,225477a9-7155-47d4-877d-dfcd71ead4fc,Vigna unguiculata,豇豆,",接种寄主,其他,为害植物,自然寄主"
,617531e7-d6a4-4d98-a0d2-b2e35a4d095e,35721cf2-67bb-449d-9efc-c118fc4fa83d,Diospyros,柿属,",自然寄主"
,617531e7-d6a4-4d98-a0d2-b2e35a4d095e,2537eeca-9c4a-41c7-8a3c-a5622cc6066d,Diospyros ebenaster,(柿属),自然寄主
,617531e7-d6a4-4d98-a0d2-b2e35a4d095e,1fd3d77c-49ac-4596-9c83-034f087b3598,Diospyros kaki,柿,",其他,自然寄主"
,169a55dc-c8cb-4ad8-bcf8-256f576a54b0,3e2c1d87-bb8d-4bd3-bda2-800460e1970e,Cydonia oblonga,榅桲,",为害植物,自然寄主"
,169a55dc-c8cb-4ad8-bcf8-256f576a54b0,edfd8499-0ee8-4d3e-8542-13bb93a9c0ae,Malus,苹果属,",自然寄主"
,169a55dc-c8cb-4ad8-bcf8-256f576a54b0,9f942ca9-ee91-42cb-84df-6045cf2de9f9,Malus asiatica,花红,自然寄主
,169a55dc-c8cb-4ad8-bcf8-256f576a54b0,b0d17c61-2a48-4a28-951c-1648d62ed04a,Malus domestica,苹果,",为害植物,自然寄主"
,169a55dc-c8cb-4ad8-bcf8-256f576a54b0,cfbc8c53-5e3f-4930-a99a-f28d23e1ba61,Malus pumila,苹果,"接种寄主,其他,为害植物,自然寄主"
,169a55dc-c8cb-4ad8-bcf8-256f576a54b0,8e335ccb-63c3-4f96-923c-8e84c0e609cf,Olea europaea,木樨榄; 油橄榄,",接种寄主,自然寄主"
,169a55dc-c8cb-4ad8-bcf8-256f576a54b0,1b0bb953-3954-4fdb-87a1-61ad81a845e9,Olea europaea subsp. europaea,木樨榄(原亚种),",其他,自然寄主"
,169a55dc-c8cb-4ad8-bcf8-256f576a54b0,e3e7c627-f975-444a-b169-6828b4f0d8b5,Pyrus,梨属,",接种寄主,为害植物,自然寄主"
,169a55dc-c8cb-4ad8-bcf8-256f576a54b0,4bf14dd5-0dee-4b76-95d0-3ebe01b219e3,Pyrus pyrifolia,沙梨,",其他,为害植物,自然寄主"
,6d6c08b5-37a7-47de-acd6-9956241a5d62,42b6ac26-6387-45b3-9aa3-85f5d8e19955,Agropyron,冰草属,自然寄主
,6d6c08b5-37a7-47de-acd6-9956241a5d62,8d753c23-6a89-49a1-a0c6-61c80bc91c51,Agrostis spp.,(翦股颖属),自然寄主
,6d6c08b5-37a7-47de-acd6-9956241a5d62,f02cd3b5-15c5-4c80-a6bc-20997efb7068,Avena sativa,燕麦,"接种寄主,为害植物,自然寄主"
,6d6c08b5-37a7-47de-acd6-9956241a5d62,c69e8cea-e71a-48ce-b495-e16abae44834,Cotoneaster frigida,,自然寄主
,6d6c08b5-37a7-47de-acd6-9956241a5d62,80cfbefa-5665-4aa7-904c-fce6ffe3d328,Cotoneaster pannosa,,自然寄主
,6d6c08b5-37a7-47de-acd6-9956241a5d62,5aa6f646-91da-47bd-b941-913ab8806873,Cotoneaster spp.,,自然寄主
,6d6c08b5-37a7-47de-acd6-9956241a5d62,dbe82441-6dcd-4e91-9c48-7ae45f734947,Crataegus spp.,,自然寄主
,6d6c08b5-37a7-47de-acd6-9956241a5d62,e85cca59-aa5e-4a61-a3bf-cb05c699fa72,Cydonia oblanga,榅桲,自然寄主
,6d6c08b5-37a7-47de-acd6-9956241a5d62,fa113e7d-5744-4a8b-98b3-722b24b49256,Cydonia spp.,,自然寄主
,6d6c08b5-37a7-47de-acd6-9956241a5d62,5276f0c1-bc14-4cf7-8717-7e8e5b7e0f4a,Elymus repens,匍匐冰草,"接种寄主,自然寄主"
,6d6c08b5-37a7-47de-acd6-9956241a5d62,9b609229-0e4f-4769-b5eb-2f9bdc9730ee,Festuca,羊茅属,自然寄主
,6d6c08b5-37a7-47de-acd6-9956241a5d62,32db6049-67ea-4643-ab38-4d567ebfae00,Hordeum,大麦属,自然寄主
,6d6c08b5-37a7-47de-acd6-9956241a5d62,37ff6fff-0cd8-426f-8964-2077062a929b,Hordeum distichon,栽培二棱大麦,自然寄主
,6d6c08b5-37a7-47de-acd6-9956241a5d62,c0590687-0fea-4821-90f5-46d44e422f79,Hordeum vulgare,大麦,",接种寄主,其他,为害植物,自然寄主"
,6d6c08b5-37a7-47de-acd6-9956241a5d62,eaea4517-4365-4d27-97c3-5759bf895713,Lolium perenne,黑麦草,",接种寄主,自然寄主"
,6d6c08b5-37a7-47de-acd6-9956241a5d62,ed1f1c7e-b9c8-4bd4-897c-a98c10f55dd6,Lolium spp.,,自然寄主
,6d6c08b5-37a7-47de-acd6-9956241a5d62,edfd8499-0ee8-4d3e-8542-13bb93a9c0ae,Malus,苹果属,",自然寄主"
,6d6c08b5-37a7-47de-acd6-9956241a5d62,cfbc8c53-5e3f-4930-a99a-f28d23e1ba61,Malus pumila,苹果,"接种寄主,其他,为害植物,自然寄主"
,6d6c08b5-37a7-47de-acd6-9956241a5d62,7de20405-f5f3-492d-8e24-1151baeefa28,Malus sylvestris,森林苹果,",为害植物,自然寄主"
,6d6c08b5-37a7-47de-acd6-9956241a5d62,a5d3ad6d-e44a-4ca9-b27c-43abf8d74ecf,Mespilus germanica,枸杞树,自然寄主
,6d6c08b5-37a7-47de-acd6-9956241a5d62,4cc7f387-9fa3-4e81-80e5-55c12b7d5772,Mespilus spp.,,自然寄主
,6d6c08b5-37a7-47de-acd6-9956241a5d62,f2d32035-c5f0-48c6-9f6c-5f07f4f28968,Oxyacantha spp.,,自然寄主
,6d6c08b5-37a7-47de-acd6-9956241a5d62,53d36df6-80ae-40ca-867a-eabe3241cb7a,Poa annua,早熟禾,"接种寄主,自然寄主"
,6d6c08b5-37a7-47de-acd6-9956241a5d62,45960311-094a-4d7c-9e82-bfb31694565f,Poa arachnifera,,自然寄主
,6d6c08b5-37a7-47de-acd6-9956241a5d62,596d1ed1-4e96-4f45-b769-0e8d132d3015,Poa compressa,加拿大早熟禾,"接种寄主,自然寄主"
,6d6c08b5-37a7-47de-acd6-9956241a5d62,8bf1cc88-4c97-4eed-bb30-85fb057f7f64,Poa spp.,,自然寄主
,6d6c08b5-37a7-47de-acd6-9956241a5d62,554e5ffe-406f-479b-a080-709ea86547e9,Pyrus communis,西洋梨,",,为害植物,自然寄主"
,6d6c08b5-37a7-47de-acd6-9956241a5d62,aef534ce-9e5c-4be1-bb81-a65e8b83eff2,Pyrus spp.,,自然寄主
,6d6c08b5-37a7-47de-acd6-9956241a5d62,28a31e1e-6296-4270-ac82-e0c6ccc8190a,Sorbus commixta,,自然寄主
,6d6c08b5-37a7-47de-acd6-9956241a5d62,c2ec124c-b8e6-4afa-b023-a7c9ea7012fb,Sorbus spp.,花楸属,自然寄主
