species_guid,taxonomy_guid,taxonomy_level,scientific_name,chinese_name,taxonomy_class,parent_scientific_name,id
68021f92-cac6-4d0e-b112-4bb822cd708f,0afad785-6a08-45bf-b907-36d83951634f,纲,Monjiviricetes,单分子负链荆楚病毒纲,病毒,Haploviricotina,
68021f92-cac6-4d0e-b112-4bb822cd708f,4a620c53-d4d4-41d6-8206-97977593baca,目,Mononegavirales,单分子负链RNA病毒目,病毒,Monjiviricetes,
68021f92-cac6-4d0e-b112-4bb822cd708f,f006ad23-4ea7-4f74-8779-31db1cb3ef8f,科,Rhabdoviridae,弹状病毒科,病毒,Mononegavirales,
68021f92-cac6-4d0e-b112-4bb822cd708f,3ba95826-2050-4ad5-a439-fbe46f7a8549,科,Betarhabdovirinae,β-弹状病毒亚科,病毒,Rhabdoviridae,
68021f92-cac6-4d0e-b112-4bb822cd708f,e48d1bd4-4faa-49be-baca-c38505d8d989,属,Dichorhavirus,,病毒,Betarhabdovirinae,
68021f92-cac6-4d0e-b112-4bb822cd708f,68021f92-cac6-4d0e-b112-4bb822cd708f,种,Dichorhavirus orchidaceae,,病毒,Dichorhavirus,
8c26a628-d302-4315-be8a-8faa87db4df2,f5bed14c-f879-41f8-ade8-f3c4d51e6f7b,界,Riboviria,RNA病毒域,病毒,,
8c26a628-d302-4315-be8a-8faa87db4df2,9a6d8176-3b84-4386-b48f-f9ad7726d40b,界,Orthornavirae,正核糖病毒界,多种动物共患病,Riboviria,
8c26a628-d302-4315-be8a-8faa87db4df2,312ec124-10b2-42e1-8d57-ed854706542b,门,Negarnaviricota,负链RNA病毒门,病毒,Orthornavirae,
8c26a628-d302-4315-be8a-8faa87db4df2,c964dca9-15a4-4566-a942-1d0d27aa8005,门,Haploviricotina,简单病毒亚门,病毒,Negarnaviricota,
8c26a628-d302-4315-be8a-8faa87db4df2,0afad785-6a08-45bf-b907-36d83951634f,纲,Monjiviricetes,单分子负链荆楚病毒纲,病毒,Haploviricotina,
8c26a628-d302-4315-be8a-8faa87db4df2,4a620c53-d4d4-41d6-8206-97977593baca,目,Mononegavirales,单分子负链RNA病毒目,病毒,Monjiviricetes,
8c26a628-d302-4315-be8a-8faa87db4df2,f006ad23-4ea7-4f74-8779-31db1cb3ef8f,科,Rhabdoviridae,弹状病毒科,病毒,Mononegavirales,
8c26a628-d302-4315-be8a-8faa87db4df2,3ba95826-2050-4ad5-a439-fbe46f7a8549,科,Betarhabdovirinae,β-弹状病毒亚科,病毒,Rhabdoviridae,
8c26a628-d302-4315-be8a-8faa87db4df2,e48d1bd4-4faa-49be-baca-c38505d8d989,属,Dichorhavirus,,病毒,Betarhabdovirinae,
8c26a628-d302-4315-be8a-8faa87db4df2,8c26a628-d302-4315-be8a-8faa87db4df2,种,Dichorhavirus leprosis,柑橘粗糙N病毒,病毒,Dichorhavirus,
cec82105-7fc3-4743-b39d-de826944e011,f5bed14c-f879-41f8-ade8-f3c4d51e6f7b,界,Riboviria,RNA病毒域,病毒,,
cec82105-7fc3-4743-b39d-de826944e011,9a6d8176-3b84-4386-b48f-f9ad7726d40b,界,Orthornavirae,正核糖病毒界,多种动物共患病,Riboviria,
cec82105-7fc3-4743-b39d-de826944e011,312ec124-10b2-42e1-8d57-ed854706542b,门,Negarnaviricota,负链RNA病毒门,病毒,Orthornavirae,
cec82105-7fc3-4743-b39d-de826944e011,c964dca9-15a4-4566-a942-1d0d27aa8005,门,Haploviricotina,简单病毒亚门,病毒,Negarnaviricota,
cec82105-7fc3-4743-b39d-de826944e011,0afad785-6a08-45bf-b907-36d83951634f,纲,Monjiviricetes,单分子负链荆楚病毒纲,病毒,Haploviricotina,
cec82105-7fc3-4743-b39d-de826944e011,4a620c53-d4d4-41d6-8206-97977593baca,目,Mononegavirales,单分子负链RNA病毒目,病毒,Monjiviricetes,
cec82105-7fc3-4743-b39d-de826944e011,f006ad23-4ea7-4f74-8779-31db1cb3ef8f,科,Rhabdoviridae,弹状病毒科,病毒,Mononegavirales,
cec82105-7fc3-4743-b39d-de826944e011,3ba95826-2050-4ad5-a439-fbe46f7a8549,科,Betarhabdovirinae,β-弹状病毒亚科,病毒,Rhabdoviridae,
cec82105-7fc3-4743-b39d-de826944e011,e48d1bd4-4faa-49be-baca-c38505d8d989,属,Dichorhavirus,,病毒,Betarhabdovirinae,
cec82105-7fc3-4743-b39d-de826944e011,cec82105-7fc3-4743-b39d-de826944e011,种,Dichorhavirus australis,,病毒,Dichorhavirus,
3157afdf-39d0-4c07-bf28-18825eb80cd1,f5bed14c-f879-41f8-ade8-f3c4d51e6f7b,界,Riboviria,RNA病毒域,病毒,,
3157afdf-39d0-4c07-bf28-18825eb80cd1,9a6d8176-3b84-4386-b48f-f9ad7726d40b,界,Orthornavirae,正核糖病毒界,多种动物共患病,Riboviria,
3157afdf-39d0-4c07-bf28-18825eb80cd1,312ec124-10b2-42e1-8d57-ed854706542b,门,Negarnaviricota,负链RNA病毒门,病毒,Orthornavirae,
3157afdf-39d0-4c07-bf28-18825eb80cd1,c964dca9-15a4-4566-a942-1d0d27aa8005,门,Haploviricotina,简单病毒亚门,病毒,Negarnaviricota,
3157afdf-39d0-4c07-bf28-18825eb80cd1,0afad785-6a08-45bf-b907-36d83951634f,纲,Monjiviricetes,单分子负链荆楚病毒纲,病毒,Haploviricotina,
3157afdf-39d0-4c07-bf28-18825eb80cd1,4a620c53-d4d4-41d6-8206-97977593baca,目,Mononegavirales,单分子负链RNA病毒目,病毒,Monjiviricetes,
3157afdf-39d0-4c07-bf28-18825eb80cd1,f006ad23-4ea7-4f74-8779-31db1cb3ef8f,科,Rhabdoviridae,弹状病毒科,病毒,Mononegavirales,
3157afdf-39d0-4c07-bf28-18825eb80cd1,3ba95826-2050-4ad5-a439-fbe46f7a8549,科,Betarhabdovirinae,β-弹状病毒亚科,病毒,Rhabdoviridae,
3157afdf-39d0-4c07-bf28-18825eb80cd1,e48d1bd4-4faa-49be-baca-c38505d8d989,属,Dichorhavirus,,病毒,Betarhabdovirinae,
3157afdf-39d0-4c07-bf28-18825eb80cd1,3157afdf-39d0-4c07-bf28-18825eb80cd1,种,Dichorhavirus clerodendri,,病毒,Dichorhavirus,
3b948336-1787-49e7-9d48-51da584c4691,f5bed14c-f879-41f8-ade8-f3c4d51e6f7b,界,Riboviria,RNA病毒域,病毒,,
3b948336-1787-49e7-9d48-51da584c4691,9a6d8176-3b84-4386-b48f-f9ad7726d40b,界,Orthornavirae,正核糖病毒界,多种动物共患病,Riboviria,
3b948336-1787-49e7-9d48-51da584c4691,312ec124-10b2-42e1-8d57-ed854706542b,门,Negarnaviricota,负链RNA病毒门,病毒,Orthornavirae,
3b948336-1787-49e7-9d48-51da584c4691,c964dca9-15a4-4566-a942-1d0d27aa8005,门,Haploviricotina,简单病毒亚门,病毒,Negarnaviricota,
3b948336-1787-49e7-9d48-51da584c4691,0afad785-6a08-45bf-b907-36d83951634f,纲,Monjiviricetes,单分子负链荆楚病毒纲,病毒,Haploviricotina,
3b948336-1787-49e7-9d48-51da584c4691,4a620c53-d4d4-41d6-8206-97977593baca,目,Mononegavirales,单分子负链RNA病毒目,病毒,Monjiviricetes,
3b948336-1787-49e7-9d48-51da584c4691,f006ad23-4ea7-4f74-8779-31db1cb3ef8f,科,Rhabdoviridae,弹状病毒科,病毒,Mononegavirales,
3b948336-1787-49e7-9d48-51da584c4691,3ba95826-2050-4ad5-a439-fbe46f7a8549,科,Betarhabdovirinae,β-弹状病毒亚科,病毒,Rhabdoviridae,
3b948336-1787-49e7-9d48-51da584c4691,e48d1bd4-4faa-49be-baca-c38505d8d989,属,Dichorhavirus,,病毒,Betarhabdovirinae,
3b948336-1787-49e7-9d48-51da584c4691,3b948336-1787-49e7-9d48-51da584c4691,种,Dichorhavirus citri,柑桔褪绿斑病毒,病毒,Dichorhavirus,
a7e9a58d-2eb7-4ea4-b402-1039e299479e,f5bed14c-f879-41f8-ade8-f3c4d51e6f7b,界,Riboviria,RNA病毒域,病毒,,
a7e9a58d-2eb7-4ea4-b402-1039e299479e,9a6d8176-3b84-4386-b48f-f9ad7726d40b,界,Orthornavirae,正核糖病毒界,多种动物共患病,Riboviria,
a7e9a58d-2eb7-4ea4-b402-1039e299479e,312ec124-10b2-42e1-8d57-ed854706542b,门,Negarnaviricota,负链RNA病毒门,病毒,Orthornavirae,
a7e9a58d-2eb7-4ea4-b402-1039e299479e,c964dca9-15a4-4566-a942-1d0d27aa8005,门,Haploviricotina,简单病毒亚门,病毒,Negarnaviricota,
a7e9a58d-2eb7-4ea4-b402-1039e299479e,0afad785-6a08-45bf-b907-36d83951634f,纲,Monjiviricetes,单分子负链荆楚病毒纲,病毒,Haploviricotina,
a7e9a58d-2eb7-4ea4-b402-1039e299479e,4a620c53-d4d4-41d6-8206-97977593baca,目,Mononegavirales,单分子负链RNA病毒目,病毒,Monjiviricetes,
a7e9a58d-2eb7-4ea4-b402-1039e299479e,f006ad23-4ea7-4f74-8779-31db1cb3ef8f,科,Rhabdoviridae,弹状病毒科,病毒,Mononegavirales,
a7e9a58d-2eb7-4ea4-b402-1039e299479e,30155507-aa30-4493-99cd-d561ee033105,属,Cytorhabdovirus,细胞质弹状病毒属,病毒,Rhabdoviridae,
a7e9a58d-2eb7-4ea4-b402-1039e299479e,a7e9a58d-2eb7-4ea4-b402-1039e299479e,种,Cytorhabdovirus tiliae,,病毒,Cytorhabdovirus,
efaf2783-d137-4aa8-9392-eb11eeb81bef,f5bed14c-f879-41f8-ade8-f3c4d51e6f7b,界,Riboviria,RNA病毒域,病毒,,
efaf2783-d137-4aa8-9392-eb11eeb81bef,9a6d8176-3b84-4386-b48f-f9ad7726d40b,界,Orthornavirae,正核糖病毒界,多种动物共患病,Riboviria,
efaf2783-d137-4aa8-9392-eb11eeb81bef,312ec124-10b2-42e1-8d57-ed854706542b,门,Negarnaviricota,负链RNA病毒门,病毒,Orthornavirae,
efaf2783-d137-4aa8-9392-eb11eeb81bef,c964dca9-15a4-4566-a942-1d0d27aa8005,门,Haploviricotina,简单病毒亚门,病毒,Negarnaviricota,
efaf2783-d137-4aa8-9392-eb11eeb81bef,0afad785-6a08-45bf-b907-36d83951634f,纲,Monjiviricetes,单分子负链荆楚病毒纲,病毒,Haploviricotina,
efaf2783-d137-4aa8-9392-eb11eeb81bef,4a620c53-d4d4-41d6-8206-97977593baca,目,Mononegavirales,单分子负链RNA病毒目,病毒,Monjiviricetes,
efaf2783-d137-4aa8-9392-eb11eeb81bef,f006ad23-4ea7-4f74-8779-31db1cb3ef8f,科,Rhabdoviridae,弹状病毒科,病毒,Mononegavirales,
efaf2783-d137-4aa8-9392-eb11eeb81bef,30155507-aa30-4493-99cd-d561ee033105,属,Cytorhabdovirus,细胞质弹状病毒属,病毒,Rhabdoviridae,
efaf2783-d137-4aa8-9392-eb11eeb81bef,efaf2783-d137-4aa8-9392-eb11eeb81bef,种,Cytorhabdovirus taraxaci,,病毒,Cytorhabdovirus,
e80079fb-eae2-46e9-9634-f528193649b8,f5bed14c-f879-41f8-ade8-f3c4d51e6f7b,界,Riboviria,RNA病毒域,病毒,,
e80079fb-eae2-46e9-9634-f528193649b8,9a6d8176-3b84-4386-b48f-f9ad7726d40b,界,Orthornavirae,正核糖病毒界,多种动物共患病,Riboviria,
e80079fb-eae2-46e9-9634-f528193649b8,312ec124-10b2-42e1-8d57-ed854706542b,门,Negarnaviricota,负链RNA病毒门,病毒,Orthornavirae,
e80079fb-eae2-46e9-9634-f528193649b8,c964dca9-15a4-4566-a942-1d0d27aa8005,门,Haploviricotina,简单病毒亚门,病毒,Negarnaviricota,
e80079fb-eae2-46e9-9634-f528193649b8,0afad785-6a08-45bf-b907-36d83951634f,纲,Monjiviricetes,单分子负链荆楚病毒纲,病毒,Haploviricotina,
e80079fb-eae2-46e9-9634-f528193649b8,4a620c53-d4d4-41d6-8206-97977593baca,目,Mononegavirales,单分子负链RNA病毒目,病毒,Monjiviricetes,
e80079fb-eae2-46e9-9634-f528193649b8,f006ad23-4ea7-4f74-8779-31db1cb3ef8f,科,Rhabdoviridae,弹状病毒科,病毒,Mononegavirales,
e80079fb-eae2-46e9-9634-f528193649b8,30155507-aa30-4493-99cd-d561ee033105,属,Cytorhabdovirus,细胞质弹状病毒属,病毒,Rhabdoviridae,
e80079fb-eae2-46e9-9634-f528193649b8,e80079fb-eae2-46e9-9634-f528193649b8,种,Cytorhabdovirus persimmon,,病毒,Cytorhabdovirus,
5783f149-4d74-4322-8150-63b46a820ca8,f5bed14c-f879-41f8-ade8-f3c4d51e6f7b,界,Riboviria,RNA病毒域,病毒,,
