species_guid,taxonomy_guid,taxonomy_level,scientific_name,chinese_name,taxonomy_class,parent_scientific_name,id
e9e11ed3-5ecd-42aa-a6f9-1943406993fc,4a620c53-d4d4-41d6-8206-97977593baca,目,Mononegavirales,单分子负链RNA病毒目,病毒,Monjiviricetes,
e9e11ed3-5ecd-42aa-a6f9-1943406993fc,f006ad23-4ea7-4f74-8779-31db1cb3ef8f,科,Rhabdoviridae,弹状病毒科,病毒,Mononegavirales,
e9e11ed3-5ecd-42aa-a6f9-1943406993fc,3ba95826-2050-4ad5-a439-fbe46f7a8549,科,Betarhabdovirinae,β-弹状病毒亚科,病毒,Rhabdoviridae,
e9e11ed3-5ecd-42aa-a6f9-1943406993fc,5884aed8-359d-4366-be3b-77b3ebdbfc7a,属,Varicosavirus,巨脉病毒属,病毒,Betarhabdovirinae,
e9e11ed3-5ecd-42aa-a6f9-1943406993fc,e9e11ed3-5ecd-42aa-a6f9-1943406993fc,种,Varicosavirus tanaceti,,病毒,Varicosavirus,
fc0250ac-2e2b-44c1-b407-0e99d6a9aa0b,f5bed14c-f879-41f8-ade8-f3c4d51e6f7b,界,Riboviria,RNA病毒域,病毒,,
fc0250ac-2e2b-44c1-b407-0e99d6a9aa0b,9a6d8176-3b84-4386-b48f-f9ad7726d40b,界,Orthornavirae,正核糖病毒界,多种动物共患病,Riboviria,
fc0250ac-2e2b-44c1-b407-0e99d6a9aa0b,312ec124-10b2-42e1-8d57-ed854706542b,门,Negarnaviricota,负链RNA病毒门,病毒,Orthornavirae,
fc0250ac-2e2b-44c1-b407-0e99d6a9aa0b,c964dca9-15a4-4566-a942-1d0d27aa8005,门,Haploviricotina,简单病毒亚门,病毒,Negarnaviricota,
fc0250ac-2e2b-44c1-b407-0e99d6a9aa0b,0afad785-6a08-45bf-b907-36d83951634f,纲,Monjiviricetes,单分子负链荆楚病毒纲,病毒,Haploviricotina,
fc0250ac-2e2b-44c1-b407-0e99d6a9aa0b,4a620c53-d4d4-41d6-8206-97977593baca,目,Mononegavirales,单分子负链RNA病毒目,病毒,Monjiviricetes,
fc0250ac-2e2b-44c1-b407-0e99d6a9aa0b,f006ad23-4ea7-4f74-8779-31db1cb3ef8f,科,Rhabdoviridae,弹状病毒科,病毒,Mononegavirales,
fc0250ac-2e2b-44c1-b407-0e99d6a9aa0b,3ba95826-2050-4ad5-a439-fbe46f7a8549,科,Betarhabdovirinae,β-弹状病毒亚科,病毒,Rhabdoviridae,
fc0250ac-2e2b-44c1-b407-0e99d6a9aa0b,5884aed8-359d-4366-be3b-77b3ebdbfc7a,属,Varicosavirus,巨脉病毒属,病毒,Betarhabdovirinae,
fc0250ac-2e2b-44c1-b407-0e99d6a9aa0b,fc0250ac-2e2b-44c1-b407-0e99d6a9aa0b,种,Varicosavirus streptoglossae,,病毒,Varicosavirus,
76228c2d-1b15-4071-91e4-cb85fe003f89,f5bed14c-f879-41f8-ade8-f3c4d51e6f7b,界,Riboviria,RNA病毒域,病毒,,
76228c2d-1b15-4071-91e4-cb85fe003f89,9a6d8176-3b84-4386-b48f-f9ad7726d40b,界,Orthornavirae,正核糖病毒界,多种动物共患病,Riboviria,
76228c2d-1b15-4071-91e4-cb85fe003f89,312ec124-10b2-42e1-8d57-ed854706542b,门,Negarnaviricota,负链RNA病毒门,病毒,Orthornavirae,
76228c2d-1b15-4071-91e4-cb85fe003f89,c964dca9-15a4-4566-a942-1d0d27aa8005,门,Haploviricotina,简单病毒亚门,病毒,Negarnaviricota,
76228c2d-1b15-4071-91e4-cb85fe003f89,0afad785-6a08-45bf-b907-36d83951634f,纲,Monjiviricetes,单分子负链荆楚病毒纲,病毒,Haploviricotina,
76228c2d-1b15-4071-91e4-cb85fe003f89,4a620c53-d4d4-41d6-8206-97977593baca,目,Mononegavirales,单分子负链RNA病毒目,病毒,Monjiviricetes,
76228c2d-1b15-4071-91e4-cb85fe003f89,f006ad23-4ea7-4f74-8779-31db1cb3ef8f,科,Rhabdoviridae,弹状病毒科,病毒,Mononegavirales,
76228c2d-1b15-4071-91e4-cb85fe003f89,3ba95826-2050-4ad5-a439-fbe46f7a8549,科,Betarhabdovirinae,β-弹状病毒亚科,病毒,Rhabdoviridae,
76228c2d-1b15-4071-91e4-cb85fe003f89,5884aed8-359d-4366-be3b-77b3ebdbfc7a,属,Varicosavirus,巨脉病毒属,病毒,Betarhabdovirinae,
76228c2d-1b15-4071-91e4-cb85fe003f89,76228c2d-1b15-4071-91e4-cb85fe003f89,种,Varicosavirus silenis,,病毒,Varicosavirus,
3ec89380-6cca-4cbb-8104-5a41c6526f95,f5bed14c-f879-41f8-ade8-f3c4d51e6f7b,界,Riboviria,RNA病毒域,病毒,,
3ec89380-6cca-4cbb-8104-5a41c6526f95,9a6d8176-3b84-4386-b48f-f9ad7726d40b,界,Orthornavirae,正核糖病毒界,多种动物共患病,Riboviria,
3ec89380-6cca-4cbb-8104-5a41c6526f95,312ec124-10b2-42e1-8d57-ed854706542b,门,Negarnaviricota,负链RNA病毒门,病毒,Orthornavirae,
3ec89380-6cca-4cbb-8104-5a41c6526f95,c964dca9-15a4-4566-a942-1d0d27aa8005,门,Haploviricotina,简单病毒亚门,病毒,Negarnaviricota,
3ec89380-6cca-4cbb-8104-5a41c6526f95,0afad785-6a08-45bf-b907-36d83951634f,纲,Monjiviricetes,单分子负链荆楚病毒纲,病毒,Haploviricotina,
3ec89380-6cca-4cbb-8104-5a41c6526f95,4a620c53-d4d4-41d6-8206-97977593baca,目,Mononegavirales,单分子负链RNA病毒目,病毒,Monjiviricetes,
3ec89380-6cca-4cbb-8104-5a41c6526f95,f006ad23-4ea7-4f74-8779-31db1cb3ef8f,科,Rhabdoviridae,弹状病毒科,病毒,Mononegavirales,
3ec89380-6cca-4cbb-8104-5a41c6526f95,3ba95826-2050-4ad5-a439-fbe46f7a8549,科,Betarhabdovirinae,β-弹状病毒亚科,病毒,Rhabdoviridae,
3ec89380-6cca-4cbb-8104-5a41c6526f95,5884aed8-359d-4366-be3b-77b3ebdbfc7a,属,Varicosavirus,巨脉病毒属,病毒,Betarhabdovirinae,
3ec89380-6cca-4cbb-8104-5a41c6526f95,3ec89380-6cca-4cbb-8104-5a41c6526f95,种,Varicosavirus ribes,,病毒,Varicosavirus,
8b3da3d7-6ea1-464a-9d0b-5a5a3ea0ba91,f5bed14c-f879-41f8-ade8-f3c4d51e6f7b,界,Riboviria,RNA病毒域,病毒,,
8b3da3d7-6ea1-464a-9d0b-5a5a3ea0ba91,9a6d8176-3b84-4386-b48f-f9ad7726d40b,界,Orthornavirae,正核糖病毒界,多种动物共患病,Riboviria,
8b3da3d7-6ea1-464a-9d0b-5a5a3ea0ba91,312ec124-10b2-42e1-8d57-ed854706542b,门,Negarnaviricota,负链RNA病毒门,病毒,Orthornavirae,
8b3da3d7-6ea1-464a-9d0b-5a5a3ea0ba91,c964dca9-15a4-4566-a942-1d0d27aa8005,门,Haploviricotina,简单病毒亚门,病毒,Negarnaviricota,
8b3da3d7-6ea1-464a-9d0b-5a5a3ea0ba91,0afad785-6a08-45bf-b907-36d83951634f,纲,Monjiviricetes,单分子负链荆楚病毒纲,病毒,Haploviricotina,
8b3da3d7-6ea1-464a-9d0b-5a5a3ea0ba91,4a620c53-d4d4-41d6-8206-97977593baca,目,Mononegavirales,单分子负链RNA病毒目,病毒,Monjiviricetes,
8b3da3d7-6ea1-464a-9d0b-5a5a3ea0ba91,f006ad23-4ea7-4f74-8779-31db1cb3ef8f,科,Rhabdoviridae,弹状病毒科,病毒,Mononegavirales,
8b3da3d7-6ea1-464a-9d0b-5a5a3ea0ba91,3ba95826-2050-4ad5-a439-fbe46f7a8549,科,Betarhabdovirinae,β-弹状病毒亚科,病毒,Rhabdoviridae,
8b3da3d7-6ea1-464a-9d0b-5a5a3ea0ba91,5884aed8-359d-4366-be3b-77b3ebdbfc7a,属,Varicosavirus,巨脉病毒属,病毒,Betarhabdovirinae,
8b3da3d7-6ea1-464a-9d0b-5a5a3ea0ba91,8b3da3d7-6ea1-464a-9d0b-5a5a3ea0ba91,种,Varicosavirus raphani,,病毒,Varicosavirus,
e883c9fa-b331-4f70-ae8a-d9c674da4680,f5bed14c-f879-41f8-ade8-f3c4d51e6f7b,界,Riboviria,RNA病毒域,病毒,,
e883c9fa-b331-4f70-ae8a-d9c674da4680,9a6d8176-3b84-4386-b48f-f9ad7726d40b,界,Orthornavirae,正核糖病毒界,多种动物共患病,Riboviria,
e883c9fa-b331-4f70-ae8a-d9c674da4680,312ec124-10b2-42e1-8d57-ed854706542b,门,Negarnaviricota,负链RNA病毒门,病毒,Orthornavirae,
e883c9fa-b331-4f70-ae8a-d9c674da4680,c964dca9-15a4-4566-a942-1d0d27aa8005,门,Haploviricotina,简单病毒亚门,病毒,Negarnaviricota,
e883c9fa-b331-4f70-ae8a-d9c674da4680,0afad785-6a08-45bf-b907-36d83951634f,纲,Monjiviricetes,单分子负链荆楚病毒纲,病毒,Haploviricotina,
e883c9fa-b331-4f70-ae8a-d9c674da4680,4a620c53-d4d4-41d6-8206-97977593baca,目,Mononegavirales,单分子负链RNA病毒目,病毒,Monjiviricetes,
e883c9fa-b331-4f70-ae8a-d9c674da4680,f006ad23-4ea7-4f74-8779-31db1cb3ef8f,科,Rhabdoviridae,弹状病毒科,病毒,Mononegavirales,
e883c9fa-b331-4f70-ae8a-d9c674da4680,3ba95826-2050-4ad5-a439-fbe46f7a8549,科,Betarhabdovirinae,β-弹状病毒亚科,病毒,Rhabdoviridae,
e883c9fa-b331-4f70-ae8a-d9c674da4680,5884aed8-359d-4366-be3b-77b3ebdbfc7a,属,Varicosavirus,巨脉病毒属,病毒,Betarhabdovirinae,
e883c9fa-b331-4f70-ae8a-d9c674da4680,e883c9fa-b331-4f70-ae8a-d9c674da4680,种,Varicosavirus ranunculi,,病毒,Varicosavirus,
dcc31417-4fcb-4f77-a510-5517c171d8de,f5bed14c-f879-41f8-ade8-f3c4d51e6f7b,界,Riboviria,RNA病毒域,病毒,,
dcc31417-4fcb-4f77-a510-5517c171d8de,9a6d8176-3b84-4386-b48f-f9ad7726d40b,界,Orthornavirae,正核糖病毒界,多种动物共患病,Riboviria,
dcc31417-4fcb-4f77-a510-5517c171d8de,312ec124-10b2-42e1-8d57-ed854706542b,门,Negarnaviricota,负链RNA病毒门,病毒,Orthornavirae,
dcc31417-4fcb-4f77-a510-5517c171d8de,c964dca9-15a4-4566-a942-1d0d27aa8005,门,Haploviricotina,简单病毒亚门,病毒,Negarnaviricota,
dcc31417-4fcb-4f77-a510-5517c171d8de,0afad785-6a08-45bf-b907-36d83951634f,纲,Monjiviricetes,单分子负链荆楚病毒纲,病毒,Haploviricotina,
dcc31417-4fcb-4f77-a510-5517c171d8de,4a620c53-d4d4-41d6-8206-97977593baca,目,Mononegavirales,单分子负链RNA病毒目,病毒,Monjiviricetes,
dcc31417-4fcb-4f77-a510-5517c171d8de,f006ad23-4ea7-4f74-8779-31db1cb3ef8f,科,Rhabdoviridae,弹状病毒科,病毒,Mononegavirales,
dcc31417-4fcb-4f77-a510-5517c171d8de,3ba95826-2050-4ad5-a439-fbe46f7a8549,科,Betarhabdovirinae,β-弹状病毒亚科,病毒,Rhabdoviridae,
dcc31417-4fcb-4f77-a510-5517c171d8de,5884aed8-359d-4366-be3b-77b3ebdbfc7a,属,Varicosavirus,巨脉病毒属,病毒,Betarhabdovirinae,
dcc31417-4fcb-4f77-a510-5517c171d8de,dcc31417-4fcb-4f77-a510-5517c171d8de,种,Varicosavirus primulae,,病毒,Varicosavirus,
296aa3c0-b71a-4c52-85cc-b308494c5af2,f5bed14c-f879-41f8-ade8-f3c4d51e6f7b,界,Riboviria,RNA病毒域,病毒,,
296aa3c0-b71a-4c52-85cc-b308494c5af2,9a6d8176-3b84-4386-b48f-f9ad7726d40b,界,Orthornavirae,正核糖病毒界,多种动物共患病,Riboviria,
296aa3c0-b71a-4c52-85cc-b308494c5af2,312ec124-10b2-42e1-8d57-ed854706542b,门,Negarnaviricota,负链RNA病毒门,病毒,Orthornavirae,
296aa3c0-b71a-4c52-85cc-b308494c5af2,c964dca9-15a4-4566-a942-1d0d27aa8005,门,Haploviricotina,简单病毒亚门,病毒,Negarnaviricota,
296aa3c0-b71a-4c52-85cc-b308494c5af2,0afad785-6a08-45bf-b907-36d83951634f,纲,Monjiviricetes,单分子负链荆楚病毒纲,病毒,Haploviricotina,
296aa3c0-b71a-4c52-85cc-b308494c5af2,4a620c53-d4d4-41d6-8206-97977593baca,目,Mononegavirales,单分子负链RNA病毒目,病毒,Monjiviricetes,
296aa3c0-b71a-4c52-85cc-b308494c5af2,f006ad23-4ea7-4f74-8779-31db1cb3ef8f,科,Rhabdoviridae,弹状病毒科,病毒,Mononegavirales,
296aa3c0-b71a-4c52-85cc-b308494c5af2,3ba95826-2050-4ad5-a439-fbe46f7a8549,科,Betarhabdovirinae,β-弹状病毒亚科,病毒,Rhabdoviridae,
296aa3c0-b71a-4c52-85cc-b308494c5af2,5884aed8-359d-4366-be3b-77b3ebdbfc7a,属,Varicosavirus,巨脉病毒属,病毒,Betarhabdovirinae,
296aa3c0-b71a-4c52-85cc-b308494c5af2,296aa3c0-b71a-4c52-85cc-b308494c5af2,种,Varicosavirus penniseti,,病毒,Varicosavirus,
0914181a-464b-4cb4-b786-633e686b0ddb,f5bed14c-f879-41f8-ade8-f3c4d51e6f7b,界,Riboviria,RNA病毒域,病毒,,
0914181a-464b-4cb4-b786-633e686b0ddb,9a6d8176-3b84-4386-b48f-f9ad7726d40b,界,Orthornavirae,正核糖病毒界,多种动物共患病,Riboviria,
0914181a-464b-4cb4-b786-633e686b0ddb,312ec124-10b2-42e1-8d57-ed854706542b,门,Negarnaviricota,负链RNA病毒门,病毒,Orthornavirae,
0914181a-464b-4cb4-b786-633e686b0ddb,c964dca9-15a4-4566-a942-1d0d27aa8005,门,Haploviricotina,简单病毒亚门,病毒,Negarnaviricota,
0914181a-464b-4cb4-b786-633e686b0ddb,0afad785-6a08-45bf-b907-36d83951634f,纲,Monjiviricetes,单分子负链荆楚病毒纲,病毒,Haploviricotina,
0914181a-464b-4cb4-b786-633e686b0ddb,4a620c53-d4d4-41d6-8206-97977593baca,目,Mononegavirales,单分子负链RNA病毒目,病毒,Monjiviricetes,
0914181a-464b-4cb4-b786-633e686b0ddb,f006ad23-4ea7-4f74-8779-31db1cb3ef8f,科,Rhabdoviridae,弹状病毒科,病毒,Mononegavirales,
