species_guid,taxonomy_guid,taxonomy_level,scientific_name,chinese_name,taxonomy_class,parent_scientific_name,id
82c33d6b-2a88-417d-b3c8-c98e734ebd63,82c33d6b-2a88-417d-b3c8-c98e734ebd63,种,Deltanucleorhabdovirus medicagonis,,病毒,Deltanucleorhabdovirus,
b3b7ee2b-2304-446f-93f3-35bb9b205fdd,f5bed14c-f879-41f8-ade8-f3c4d51e6f7b,界,Riboviria,RNA病毒域,病毒,,
b3b7ee2b-2304-446f-93f3-35bb9b205fdd,9a6d8176-3b84-4386-b48f-f9ad7726d40b,界,Orthornavirae,正核糖病毒界,多种动物共患病,Riboviria,
b3b7ee2b-2304-446f-93f3-35bb9b205fdd,312ec124-10b2-42e1-8d57-ed854706542b,门,Negarnaviricota,负链RNA病毒门,病毒,Orthornavirae,
b3b7ee2b-2304-446f-93f3-35bb9b205fdd,c964dca9-15a4-4566-a942-1d0d27aa8005,门,Haploviricotina,简单病毒亚门,病毒,Negarnaviricota,
b3b7ee2b-2304-446f-93f3-35bb9b205fdd,0afad785-6a08-45bf-b907-36d83951634f,纲,Monjiviricetes,单分子负链荆楚病毒纲,病毒,Haploviricotina,
b3b7ee2b-2304-446f-93f3-35bb9b205fdd,4a620c53-d4d4-41d6-8206-97977593baca,目,Mononegavirales,单分子负链RNA病毒目,病毒,Monjiviricetes,
b3b7ee2b-2304-446f-93f3-35bb9b205fdd,f006ad23-4ea7-4f74-8779-31db1cb3ef8f,科,Rhabdoviridae,弹状病毒科,病毒,Mononegavirales,
b3b7ee2b-2304-446f-93f3-35bb9b205fdd,3ba95826-2050-4ad5-a439-fbe46f7a8549,科,Betarhabdovirinae,β-弹状病毒亚科,病毒,Rhabdoviridae,
b3b7ee2b-2304-446f-93f3-35bb9b205fdd,b3b7ee2b-2304-446f-93f3-35bb9b205fdd,属,Deltanucleorhabdovirus,,病毒,Betarhabdovirinae,
c56ff4ae-69a6-4285-8e75-ad0e3433d80b,f5bed14c-f879-41f8-ade8-f3c4d51e6f7b,界,Riboviria,RNA病毒域,病毒,,
c56ff4ae-69a6-4285-8e75-ad0e3433d80b,9a6d8176-3b84-4386-b48f-f9ad7726d40b,界,Orthornavirae,正核糖病毒界,多种动物共患病,Riboviria,
c56ff4ae-69a6-4285-8e75-ad0e3433d80b,312ec124-10b2-42e1-8d57-ed854706542b,门,Negarnaviricota,负链RNA病毒门,病毒,Orthornavirae,
c56ff4ae-69a6-4285-8e75-ad0e3433d80b,c964dca9-15a4-4566-a942-1d0d27aa8005,门,Haploviricotina,简单病毒亚门,病毒,Negarnaviricota,
c56ff4ae-69a6-4285-8e75-ad0e3433d80b,0afad785-6a08-45bf-b907-36d83951634f,纲,Monjiviricetes,单分子负链荆楚病毒纲,病毒,Haploviricotina,
c56ff4ae-69a6-4285-8e75-ad0e3433d80b,4a620c53-d4d4-41d6-8206-97977593baca,目,Mononegavirales,单分子负链RNA病毒目,病毒,Monjiviricetes,
c56ff4ae-69a6-4285-8e75-ad0e3433d80b,f006ad23-4ea7-4f74-8779-31db1cb3ef8f,科,Rhabdoviridae,弹状病毒科,病毒,Mononegavirales,
c56ff4ae-69a6-4285-8e75-ad0e3433d80b,3ba95826-2050-4ad5-a439-fbe46f7a8549,科,Betarhabdovirinae,β-弹状病毒亚科,病毒,Rhabdoviridae,
c56ff4ae-69a6-4285-8e75-ad0e3433d80b,01109c2a-5a7d-48d7-993c-84ed46c9c6a0,属,Gammanucleorhabdovirus,丙型核型弹状病毒属,病毒,Betarhabdovirinae,
c56ff4ae-69a6-4285-8e75-ad0e3433d80b,c56ff4ae-69a6-4285-8e75-ad0e3433d80b,种,Gammanucleorhabdovirus cerealis,,病毒,Gammanucleorhabdovirus,
6d0925b8-c8ec-40c1-ba60-701b6502431c,f5bed14c-f879-41f8-ade8-f3c4d51e6f7b,界,Riboviria,RNA病毒域,病毒,,
6d0925b8-c8ec-40c1-ba60-701b6502431c,9a6d8176-3b84-4386-b48f-f9ad7726d40b,界,Orthornavirae,正核糖病毒界,多种动物共患病,Riboviria,
6d0925b8-c8ec-40c1-ba60-701b6502431c,312ec124-10b2-42e1-8d57-ed854706542b,门,Negarnaviricota,负链RNA病毒门,病毒,Orthornavirae,
6d0925b8-c8ec-40c1-ba60-701b6502431c,c964dca9-15a4-4566-a942-1d0d27aa8005,门,Haploviricotina,简单病毒亚门,病毒,Negarnaviricota,
6d0925b8-c8ec-40c1-ba60-701b6502431c,0afad785-6a08-45bf-b907-36d83951634f,纲,Monjiviricetes,单分子负链荆楚病毒纲,病毒,Haploviricotina,
6d0925b8-c8ec-40c1-ba60-701b6502431c,4a620c53-d4d4-41d6-8206-97977593baca,目,Mononegavirales,单分子负链RNA病毒目,病毒,Monjiviricetes,
6d0925b8-c8ec-40c1-ba60-701b6502431c,f006ad23-4ea7-4f74-8779-31db1cb3ef8f,科,Rhabdoviridae,弹状病毒科,病毒,Mononegavirales,
6d0925b8-c8ec-40c1-ba60-701b6502431c,3ba95826-2050-4ad5-a439-fbe46f7a8549,科,Betarhabdovirinae,β-弹状病毒亚科,病毒,Rhabdoviridae,
6d0925b8-c8ec-40c1-ba60-701b6502431c,4847e1e8-7119-4730-8929-57a273849e6b,属,Betanucleorhabdovirus,乙型核型弹状病毒属,病毒,Betarhabdovirinae,
6d0925b8-c8ec-40c1-ba60-701b6502431c,6d0925b8-c8ec-40c1-ba60-701b6502431c,种,Betanucleorhabdovirus betalycopersici,,病毒,Betanucleorhabdovirus,
1afff0f6-7bba-4a21-91a3-eace9755967d,f5bed14c-f879-41f8-ade8-f3c4d51e6f7b,界,Riboviria,RNA病毒域,病毒,,
1afff0f6-7bba-4a21-91a3-eace9755967d,9a6d8176-3b84-4386-b48f-f9ad7726d40b,界,Orthornavirae,正核糖病毒界,多种动物共患病,Riboviria,
1afff0f6-7bba-4a21-91a3-eace9755967d,312ec124-10b2-42e1-8d57-ed854706542b,门,Negarnaviricota,负链RNA病毒门,病毒,Orthornavirae,
1afff0f6-7bba-4a21-91a3-eace9755967d,c964dca9-15a4-4566-a942-1d0d27aa8005,门,Haploviricotina,简单病毒亚门,病毒,Negarnaviricota,
1afff0f6-7bba-4a21-91a3-eace9755967d,0afad785-6a08-45bf-b907-36d83951634f,纲,Monjiviricetes,单分子负链荆楚病毒纲,病毒,Haploviricotina,
1afff0f6-7bba-4a21-91a3-eace9755967d,4a620c53-d4d4-41d6-8206-97977593baca,目,Mononegavirales,单分子负链RNA病毒目,病毒,Monjiviricetes,
1afff0f6-7bba-4a21-91a3-eace9755967d,f006ad23-4ea7-4f74-8779-31db1cb3ef8f,科,Rhabdoviridae,弹状病毒科,病毒,Mononegavirales,
1afff0f6-7bba-4a21-91a3-eace9755967d,3ba95826-2050-4ad5-a439-fbe46f7a8549,科,Betarhabdovirinae,β-弹状病毒亚科,病毒,Rhabdoviridae,
1afff0f6-7bba-4a21-91a3-eace9755967d,4847e1e8-7119-4730-8929-57a273849e6b,属,Betanucleorhabdovirus,乙型核型弹状病毒属,病毒,Betarhabdovirinae,
1afff0f6-7bba-4a21-91a3-eace9755967d,1afff0f6-7bba-4a21-91a3-eace9755967d,种,Betanucleorhabdovirus alphalycopersici,,病毒,Betanucleorhabdovirus,
08fcf693-55ee-46db-b0d9-c8efad71f29f,f5bed14c-f879-41f8-ade8-f3c4d51e6f7b,界,Riboviria,RNA病毒域,病毒,,
08fcf693-55ee-46db-b0d9-c8efad71f29f,9a6d8176-3b84-4386-b48f-f9ad7726d40b,界,Orthornavirae,正核糖病毒界,多种动物共患病,Riboviria,
08fcf693-55ee-46db-b0d9-c8efad71f29f,312ec124-10b2-42e1-8d57-ed854706542b,门,Negarnaviricota,负链RNA病毒门,病毒,Orthornavirae,
08fcf693-55ee-46db-b0d9-c8efad71f29f,c964dca9-15a4-4566-a942-1d0d27aa8005,门,Haploviricotina,简单病毒亚门,病毒,Negarnaviricota,
08fcf693-55ee-46db-b0d9-c8efad71f29f,0afad785-6a08-45bf-b907-36d83951634f,纲,Monjiviricetes,单分子负链荆楚病毒纲,病毒,Haploviricotina,
08fcf693-55ee-46db-b0d9-c8efad71f29f,4a620c53-d4d4-41d6-8206-97977593baca,目,Mononegavirales,单分子负链RNA病毒目,病毒,Monjiviricetes,
08fcf693-55ee-46db-b0d9-c8efad71f29f,f006ad23-4ea7-4f74-8779-31db1cb3ef8f,科,Rhabdoviridae,弹状病毒科,病毒,Mononegavirales,
08fcf693-55ee-46db-b0d9-c8efad71f29f,3ba95826-2050-4ad5-a439-fbe46f7a8549,科,Betarhabdovirinae,β-弹状病毒亚科,病毒,Rhabdoviridae,
