other_name_type,named_year,other_name,species_guid
拉丁名,"Hodgson & Henderson, 2000",Crystallotesta leptospermi,1da3e47e-0786-4644-bd0b-b20957bac876
拉丁名,"Maskell, 1882",Inglisia leptospermi,1da3e47e-0786-4644-bd0b-b20957bac876
拉丁名,"Hodgson & Henderson, 2000",Crystallotesta ornata,e6cbc4c5-040d-4890-a43f-4802f68df653
拉丁名,"Maskell, 1885",Inglisia ornata,e6cbc4c5-040d-4890-a43f-4802f68df653
英文名,,canker of Russian olive,99a7a16c-d4ff-493d-813c-61ca7aece0b7
拉丁名,"Syd., P. Syd. & E.J. Butler 1912",Cronartium ziziphi,0691a14a-33fc-4840-befe-2d90e418b3a7
拉丁名,"Brittin, 1938",Trionymus cottieri,a584a0f2-a5c6-4e05-9cbf-96a32d07173f
拉丁名,"(Schwein.) Berk. & Broome, 1873",Diatrype gyrosa,014b10fa-3c66-46ac-bdfd-42f8a81c6e69
拉丁名,(Schwein.) Berk. 1860,Endothia gyrosa,014b10fa-3c66-46ac-bdfd-42f8a81c6e69
拉丁名,"(Schwein.) Fr., 1866",Endothia gyrosa,014b10fa-3c66-46ac-bdfd-42f8a81c6e69
拉丁名,Sacc. 1882,Endothia gyrosa var. rostellata,014b10fa-3c66-46ac-bdfd-42f8a81c6e69
拉丁名,Schwein. 1822,Sphaeria gyrosa,014b10fa-3c66-46ac-bdfd-42f8a81c6e69
拉丁名,Colletotrichopsis piri (Noack) f. tirolense Bubak,Colletotrichopsis piri f. tirolense,e0ad2b88-b310-444d-ad07-3557be379994
拉丁名,"Hara, 1927",Coccochorina,324fcef0-bc9c-4fc9-8694-0c5cecfca09b
拉丁名,"Stahel, 1937",Chloridium musae,3fc2bf95-7c55-4886-84ea-ac5460283899
英文名,,leaf speckle: banana,3fc2bf95-7c55-4886-84ea-ac5460283899
英文名,,leaf spot: banana,3fc2bf95-7c55-4886-84ea-ac5460283899
拉丁名,"(M.B. Ellis) de Hoog, 1977",Ramichloridium musae,3fc2bf95-7c55-4886-84ea-ac5460283899
拉丁名,"M.B. Ellis, 1976",Veronaea musae,3fc2bf95-7c55-4886-84ea-ac5460283899
拉丁名,"Linnavuori, 1975",Cranocapsus (Chiloxis) rivularis,05a6f89a-caa8-4081-9ebb-99272ac66550
拉丁名,,Macrosporium poissoni,2b621d85-ff82-4e87-bb1c-40e481756eda
拉丁名,"Thompson, 1976",Copestylum shannoni,f2100dde-e096-419d-b02b-ca01352387d9
拉丁名,"Curran, 1925",Phalacromyia deceptor,f2100dde-e096-419d-b02b-ca01352387d9
拉丁名,"Hine, 1914",Phalacromyia nigrifrons,f2100dde-e096-419d-b02b-ca01352387d9
拉丁名,"Curran, 1947",Volucella dracaena,f2100dde-e096-419d-b02b-ca01352387d9
拉丁名,"Knab, 1916",Volucella incommoda,f2100dde-e096-419d-b02b-ca01352387d9
拉丁名,"Curran, 1930",Volucella salti,f2100dde-e096-419d-b02b-ca01352387d9
拉丁名,"Speiser, 1913",Conradtina acrodiauges,feb71c23-b1c0-4c84-b9dd-5d39a7c6625f
拉丁名,"Enderlein, 1920",Conradtina limbatella,feb71c23-b1c0-4c84-b9dd-5d39a7c6625f
拉丁名,"Karsch, 1887",Acidia tristriata,1e192ffc-1ac4-41a6-9817-862b7f5f9992
拉丁名,"Enderlein, 1920",Conradtina limbata,1e192ffc-1ac4-41a6-9817-862b7f5f9992
拉丁名,"Cockerell, 1896",Conchaspis angraeci hibisci,7efc7f65-2ef2-4689-8351-08c7af2f5fb9
拉丁名,"Lepage, 1939",Conchaspis baiensis,7efc7f65-2ef2-4689-8351-08c7af2f5fb9
拉丁名,"Bruner, Scaramuzza & Otero, 1945",Conchasuis angraeci,7efc7f65-2ef2-4689-8351-08c7af2f5fb9
拉丁名,"Newstead, 1893",Pseudinglisia rodrigueziae,7efc7f65-2ef2-4689-8351-08c7af2f5fb9
拉丁名,"Van Eecke, 1925",Comana albiplaga,c454ff31-06f0-4a9e-8eaa-045b72c90fa5
拉丁名,"Leonardi, 1906",Adiscofiorinia kewensis,1b88b1b6-5b31-4912-9c1d-8414d57c4ce6
拉丁名,"Ferris, 1952",Colobopyga kewensis,1b88b1b6-5b31-4912-9c1d-8414d57c4ce6
拉丁名,"Newstead, 1901",Fiorinia kewensis,1b88b1b6-5b31-4912-9c1d-8414d57c4ce6
拉丁名,"Lindinger, 1943",Halimococcoides kewensis,1b88b1b6-5b31-4912-9c1d-8414d57c4ce6
拉丁名,"Lindinger, 1943",Halimococcus borassi,1b88b1b6-5b31-4912-9c1d-8414d57c4ce6
拉丁名,"Laing, 1925",Halimococcus nesiotes,1b88b1b6-5b31-4912-9c1d-8414d57c4ce6
拉丁名,"Stickney, 1934",Palmaricoccus nesiotes,1b88b1b6-5b31-4912-9c1d-8414d57c4ce6
拉丁名,"Kirkaldy, 1906",Colgar frontalis,b17a516c-234f-4e57-bda7-2331b13faa46
拉丁名,"Jacobi, 1928",Colgaroides circumcincta,b17a516c-234f-4e57-bda7-2331b13faa46
