guid,scientific_name,scientific_name_with_authors,authorship,chinese_name,english_name,abbreviation,classification,parent_genus,taxonomic_level,sources,confirmation_status,reviewer,review_time,original_risk_code,is_species,author,created_time,editor,modified_time,temp_created_time
b228a638-b215-4d63-80cf-385751c873df,Corticiaceae,Corticiaceae,,伏革菌科,,,真菌,Corticiales,科,Catalogue of Life: 2020-04-16 Beta,已确认,admin,1900-01-01 00:00:00,,True,LiangYibing,2001-01-01 00:00:00.000,cpqis.wangnaiyang,2020-06-14 20:58:24.000,2022-10-04 20:32:07.130
0b2ebb5c-5c8d-4a39-96ee-e1dbaeea2419,Agrilus lineola shamyl,"Agrilus lineola shamyl Obenberger, 1922","Obenberger, 1922",(窄吉丁属),,,昆虫,Agrilus lineola,种以下,"Jendek E, Poláková J. Host plants of world Agrilus (Coleoptera, Buprestidae). A critical review, 2014, 706.",已确认,cpqis.linwei.zh,2020-06-02 15:21:56,,True,cpqis.linwei.zh,2020-06-02 15:21:53.000,cpqis.zhangxiling,2020-06-14 20:57:49.000,2022-10-04 20:32:07.130
6ccfbee5-0b2f-44a8-b4bb-868a3fe63c3d,Agrilus marcens,"Agrilus marcens Obenberger, 1935","Obenberger, 1935",(窄吉丁属),,,昆虫,Agrilus,种,"Jendek E, Poláková J. Host plants of world Agrilus (Coleoptera, Buprestidae)[J]. A critical review, 2014, 706.",已确认,cpqis.linwei.zh,2020-06-03 13:19:09,,True,cpqis.linwei.zh,2020-06-03 13:19:05.000,cpqis.zhangxiling,2020-06-14 20:57:34.000,2022-10-04 20:32:07.130
4c695dac-7d39-473a-88ce-056f1be05ee3,Agrilus nelsonodaimio,"Agrilus nelsonodaimio Ohmomo, 2006","Ohmomo, 2006",(窄吉丁属),,,昆虫,Agrilus,种,"Jendek E, Poláková J. Host plants of world Agrilus (Coleoptera, Buprestidae)[J]. A critical review, 2014, 706.",已确认,cpqis.linwei.zh,2020-06-04 13:14:42,,True,cpqis.linwei.zh,2020-06-04 13:14:38.000,cpqis.zhangxiling,2020-06-14 20:57:11.000,2022-10-04 20:32:07.130
8703f254-ba11-476d-a4ef-be3fa1d7b226,Agrilus olivaceidorsis,"Agrilus olivaceidorsis Obenberger, 1917","Obenberger, 1917",(窄吉丁属),,,昆虫,Agrilus,种,"Jendek E, Poláková J. Host plants of world Agrilus (Coleoptera, Buprestidae)[J]. A critical review, 2014, 706.",已确认,cpqis.linwei.zh,2020-06-04 15:16:04,,True,cpqis.linwei.zh,2020-06-04 15:16:01.000,cpqis.zhangxiling,2020-06-14 20:56:55.000,2022-10-04 20:32:07.130
cd6ad869-9200-469b-866e-edba09b5dd0a,Cordyceps,Cordyceps (Fr.) Link,(Fr.) Link,虫草属,,,真菌,Cordycipitaceae,属,Catalogue of Life: 2020-04-16 Beta,已确认,admin,1900-01-01 00:00:00,,True,LiangYibing,2001-01-01 00:00:00.000,cpqis.wangnaiyang,2020-06-14 20:41:21.000,2022-10-04 20:32:07.130
e2e67f4c-02b7-4126-9da7-405a7cf6b290,Cordanales,Cordanales,,,,,真菌,Sordariomycetes,目,Catalogue of Life: 2020-04-16 Beta,已确认,cpqis.wangnaiyang,2020-06-14 20:33:58,,True,cpqis.wangnaiyang,2020-06-14 20:33:53.000,,2020-06-14 20:33:53.510,2022-10-04 20:32:07.130
456c6377-4c6f-47d5-8c03-43fa6fb3817e,Cordanaceae,Cordanaceae,,,,,真菌,Cordanales,科,Catalogue of Life: 2020-04-16 Beta,已确认,cpqis.wangnaiyang,2020-06-14 20:33:16,,True,cpqis.wangnaiyang,2020-06-14 20:33:13.000,,2020-06-14 20:33:13.160,2022-10-04 20:32:07.130
ffb786bd-e563-4bed-955c-7bb799175e59,Agrilus zuluanus,"Agrilus zuluanus Obenberger, 1935","Obenberger, 1935",(窄吉丁属),,,昆虫,Agrilus,种,"species, 2000 [EB/OL]. http://www.catalogueoflife.org/",已确认,cpqis.xumiaofeng,2018-12-04 16:59:03,,True,cpqis.xumiaofeng,2018-12-04 16:58:57.000,cpqis.zhangxiling,2020-06-14 20:11:29.000,2022-10-04 20:32:07.130
b669718f-b210-47e7-a91e-bb627e3abe07,Agrilus zumbadoi,"Agrilus zumbadoi Hespenheidei, 2012","Hespenheidei, 2012",(窄吉丁属),,,昆虫,Agrilus,种,"species, 2000 [EB/OL]. http://www.catalogueoflife.org/",已确认,cpqis.xumiaofeng,2018-12-04 17:00:33,,True,cpqis.xumiaofeng,2018-12-04 16:48:49.000,cpqis.zhangxiling,2020-06-14 20:11:19.000,2022-10-04 20:32:07.130
c6b4f77f-fba2-4692-bd74-15f32261ff5d,Agrilus zamboangensis,"Agrilus zamboangensis Fisher, 1921","Fisher, 1921",(窄吉丁属),,,昆虫,Agrilus,种,"species, 2000 [EB/OL]. http://www.catalogueoflife.org/",已确认,cpqis.xumiaofeng,2018-12-04 17:11:58,,True,cpqis.xumiaofeng,2018-12-04 17:11:48.000,cpqis.zhangxiling,2020-06-14 19:59:44.000,2022-10-04 20:32:07.130
ec62865a-412e-4932-b862-b9c7e3955c08,Agrilus zoster,"Agrilus zoster Curletti, 2009","Curletti, 2009",(窄吉丁属),,,昆虫,Agrilus,种,"species, 2000 [EB/OL]. http://www.catalogueoflife.org/",已确认,cpqis.xumiaofeng,2018-12-04 16:59:59,,True,cpqis.xumiaofeng,2018-12-04 16:59:53.000,cpqis.zhangxiling,2020-06-14 19:58:49.000,2022-10-04 20:32:07.130
4f7919fc-05a3-4d4a-ba7c-d75e05d13b38,Agrilus zikani,"Agrilus zikani Obenberger, 1935","Obenberger, 1935",(窄吉丁属),,,昆虫,Agrilus,种,"species, 2000 [EB/OL]. http://www.catalogueoflife.org/",已确认,cpqis.xumiaofeng,2018-12-04 17:02:02,,True,cpqis.xumiaofeng,2018-12-04 17:01:57.000,cpqis.zhangxiling,2020-06-14 19:58:48.000,2022-10-04 20:32:07.130
6e3785ea-c86e-429c-93cd-4abe53fda404,Agrilus zonatus,"Agrilus zonatus Kerremans, 1898","Kerremans, 1898",(窄吉丁属),,,昆虫,Agrilus,种,"species, 2000 [EB/OL]. http://www.catalogueoflife.org/",已确认,cpqis.xumiaofeng,2018-12-04 17:01:19,,True,cpqis.xumiaofeng,2018-12-04 17:01:09.000,cpqis.zhangxiling,2020-06-14 19:58:47.000,2022-10-04 20:32:07.130
df91636b-eea1-45ab-b21f-b93296f8c1c2,Agrilus zigzag,"Agrilus zigzag Marseul, 1866","Marseul, 1866",(窄吉丁属),,,昆虫,Agrilus,种,"species, 2000 [EB/OL]. http://www.catalogueoflife.org/",已确认,cpqis.xumiaofeng,2018-12-04 17:02:38,,True,cpqis.xumiaofeng,2018-12-04 17:02:32.000,cpqis.zhangxiling,2020-06-14 19:58:37.000,2022-10-04 20:32:07.130
fd4965c1-9baa-4635-95f4-37be0f0ead0c,Agrilus ziegleri,"Agrilus ziegleri Niehuis, 2006","Niehuis, 2006",(窄吉丁属),,,昆虫,Agrilus,种,"species, 2000 [EB/OL]. http://www.catalogueoflife.org/",已确认,cpqis.xumiaofeng,2018-12-04 17:03:37,,True,cpqis.xumiaofeng,2018-12-04 17:03:33.000,cpqis.zhangxiling,2020-06-14 19:58:32.000,2022-10-04 20:32:07.130
cdb04539-53f6-4139-a841-89829d847a1c,Agrilus zhelochovtsevi,"Agrilus zhelochovtsevi Alexeev, 1981","Alexeev, 1981",(窄吉丁属),,,昆虫,Agrilus,种,"species, 2000 [EB/OL]. http://www.catalogueoflife.org/",已确认,cpqis.xumiaofeng,2018-12-04 17:05:02,,True,cpqis.xumiaofeng,2018-12-04 17:04:59.000,cpqis.zhangxiling,2020-06-14 19:58:27.000,2022-10-04 20:32:07.130
3d694dfb-1fb1-46f6-b9c2-c822b4eb29cc,Agrilus zebratus,"Agrilus zebratus Curletti, 1998","Curletti, 1998",(窄吉丁属),,,昆虫,Agrilus,种,"species, 2000 [EB/OL]. http://www.catalogueoflife.org/",已确认,cpqis.xumiaofeng,2018-12-04 17:05:32,,True,cpqis.xumiaofeng,2018-12-04 17:05:24.000,cpqis.zhangxiling,2020-06-14 19:58:23.000,2022-10-04 20:32:07.130
d9438723-e1cb-43e2-b05b-1eec4f221486,Agrilus zarudnyi,"Agrilus zarudnyi Obenberger, 1933","Obenberger, 1933",(窄吉丁属),,,昆虫,Agrilus,种,"species, 2000 [EB/OL]. http://www.catalogueoflife.org/",已确认,cpqis.xumiaofeng,2018-12-04 17:06:43,,True,cpqis.xumiaofeng,2018-12-04 17:06:40.000,cpqis.zhangxiling,2020-06-14 19:58:18.000,2022-10-04 20:32:07.130
139e2898-8b3f-4840-8911-20baeabf2855,Agrilus zhongdian,"Agrilus zhongdian Jendek in Jendek & Grebennikov, 2009","Jendek in Jendek & Grebennikov, 2009",(窄吉丁属),,,昆虫,Agrilus,种,"species, 2000 [EB/OL]. http://www.catalogueoflife.org/",已确认,cpqis.xumiaofeng,2018-12-04 17:04:23,,True,cpqis.xumiaofeng,2018-12-04 17:04:19.000,cpqis.zhangxiling,2020-06-14 19:58:12.000,2022-10-04 20:32:07.130
57949ea4-caaf-4adb-a5d5-33800188b7c6,Agrilus yxtliltoni,"Agrilus yxtliltoni Fisher, 1938","Fisher, 1938",(窄吉丁属),,,昆虫,Agrilus,种,"species, 2000 [EB/OL]. http://www.catalogueoflife.org/",已确认,cpqis.xumiaofeng,2018-12-04 17:12:36,,True,cpqis.xumiaofeng,2018-12-04 17:12:33.000,cpqis.zhangxiling,2020-06-14 19:54:44.000,2022-10-04 20:32:07.130
473e5180-c62e-4302-8a52-b8b7e1e25b5d,Agrilus yvesi,"Agrilus yvesi Curletti, 2005","Curletti, 2005",(窄吉丁属),,,昆虫,Agrilus,种,"species, 2000 [EB/OL]. http://www.catalogueoflife.org/",已确认,cpqis.xumiaofeng,2018-12-04 17:13:09,,True,cpqis.xumiaofeng,2018-12-04 17:13:06.000,cpqis.zhangxiling,2020-06-14 19:54:40.000,2022-10-04 20:32:07.130
d4bd1d1a-701a-4173-a8d6-44a0fbc7855e,Agrilus yunnanus,"Agrilus yunnanus Obenberger, 1927","Obenberger, 1927",(窄吉丁属),,,昆虫,Agrilus,种,"species, 2000 [EB/OL]. http://www.catalogueoflife.org/",已确认,cpqis.xumiaofeng,2018-12-04 17:13:43,,True,cpqis.xumiaofeng,2018-12-04 17:13:39.000,cpqis.zhangxiling,2020-06-14 19:54:38.000,2022-10-04 20:32:07.130
4ad5b8a3-ab47-456b-817d-f0cc0487c137,Agrilus yunnanicola,"Agrilus yunnanicola Obenberger, 1936","Obenberger, 1936",(窄吉丁属),,,昆虫,Agrilus,种,"species, 2000 [EB/OL]. http://www.catalogueoflife.org/",已确认,cpqis.xumiaofeng,2018-12-04 17:14:08,,True,cpqis.xumiaofeng,2018-12-04 17:14:05.000,cpqis.zhangxiling,2020-06-14 19:54:29.000,2022-10-04 20:32:07.130
ed1e8a8b-1281-484d-8c99-1e79e13a2275,Agrilus yulensis,"Agrilus yulensis Obenberger, 1924","Obenberger, 1924",(窄吉丁属),,,昆虫,Agrilus,种,"species, 2000 [EB/OL]. http://www.catalogueoflife.org/",已确认,cpqis.xumiaofeng,2018-12-04 17:14:38,,True,cpqis.xumiaofeng,2018-12-04 17:14:32.000,cpqis.zhangxiling,2020-06-14 19:54:23.000,2022-10-04 20:32:07.130
a3997c0d-13b8-4398-bb03-e9c733d1e700,Agrilus yonahaensis,"Agrilus yonahaensis T?yama, 1985","T?yama, 1985",(窄吉丁属),,,昆虫,Agrilus,种,"species, 2000 [EB/OL]. http://www.catalogueoflife.org/",已确认,cpqis.xumiaofeng,2018-12-04 17:15:04,,True,cpqis.xumiaofeng,2018-12-04 17:15:02.000,cpqis.zhangxiling,2020-06-14 19:54:19.000,2022-10-04 20:32:07.130
3ebdb73f-6447-4f73-891e-86b99f45f00d,Agrilus yiacatecutli,"Agrilus yiacatecutli Fisher, 1938","Fisher, 1938",(窄吉丁属),,,昆虫,Agrilus,种,"species, 2000 [EB/OL]. http://www.catalogueoflife.org/",已确认,cpqis.xumiaofeng,2018-12-04 17:15:32,,True,cpqis.xumiaofeng,2018-12-04 17:15:29.000,cpqis.zhangxiling,2020-06-14 19:54:15.000,2022-10-04 20:32:07.130
0c8fce63-d3d7-4cd5-b9e6-b7829878981c,Agrilus yemenita,"Agrilus yemenita Curletti & van Harten, 2002","Curletti & van Harten, 2002",(窄吉丁属),,,昆虫,Agrilus,种,"species, 2000 [EB/OL]. http://www.catalogueoflife.org/",已确认,cpqis.xumiaofeng,2018-12-04 17:15:59,,True,cpqis.xumiaofeng,2018-12-04 17:15:57.000,cpqis.zhangxiling,2020-06-14 19:54:11.000,2022-10-04 20:32:07.130
fea53b07-9509-4379-bef6-e421b4a59993,Agrilus yasumatsui,"Agrilus yasumatsui Kurosawa, 1964","Kurosawa, 1964",(窄吉丁属),,,昆虫,Agrilus,种,"species, 2000 [EB/OL]. http://www.catalogueoflife.org/",已确认,cpqis.xumiaofeng,2018-12-04 17:16:34,,True,cpqis.xumiaofeng,2018-12-04 17:16:31.000,cpqis.zhangxiling,2020-06-14 19:54:07.000,2022-10-04 20:32:07.130
30dfe79d-3426-4254-bd39-514f681a1ea2,Agrilus yamajii,"Agrilus yamajii Toyama, 1985","Toyama, 1985",(窄吉丁属),,,昆虫,Agrilus,种,"species, 2000 [EB/OL]. http://www.catalogueoflife.org/",已确认,cpqis.xumiaofeng,2018-12-04 17:18:29,,True,cpqis.xumiaofeng,2018-12-04 17:17:42.000,cpqis.zhangxiling,2020-06-14 19:54:03.000,2022-10-04 20:32:07.130
c69984f9-4d0b-46f1-b2ad-af02ce25a1cd,Coniothyriaceae,Coniothyriaceae,,,,,真菌,Pleosporales,科,Catalogue of Life: 2020-04-16 Beta,已确认,cpqis.wangnaiyang,2020-06-14 19:43:16,,True,cpqis.wangnaiyang,2020-06-14 19:43:07.000,,2020-06-14 19:43:07.627,2022-10-04 20:32:07.130
2c8158f8-05f3-4448-bcc3-f86e6fdaa8d2,Coniothyrium,Coniothyrium Corda,Corda,盾壳霉属,,,真菌,Coniothyriaceae,属,Catalogue of Life: 2020-04-16 Beta,已确认,admin,1900-01-01 00:00:00,,True,LiangYibing,2001-01-01 00:00:00.000,cpqis.wangnaiyang,2020-06-14 19:42:24.000,2022-10-04 20:32:07.130
99648d61-f1fc-4bf6-9ab9-61a9d2413f07,Coniophora,Coniophora DC.,DC.,粉孢革菌属,,,真菌,Coniophoraceae,属,Catalogue of Life: 2020-04-16 Beta,已确认,admin,1900-01-01 00:00:00,,True,LiangYibing,2001-01-01 00:00:00.000,cpqis.wangnaiyang,2020-06-14 19:16:31.000,2022-10-04 20:32:07.130
5cac62e7-2852-43e5-a60b-afe7f04e6dc3,Coniocybomycetes,Coniocybomycetes,,,,,真菌,Ascomycota,纲,Catalogue of Life: 2020-04-16 Beta,已确认,cpqis.wangnaiyang,2020-06-14 19:06:00,,True,cpqis.wangnaiyang,2020-06-14 19:05:55.000,,2020-06-14 19:05:55.500,2022-10-04 20:32:07.130
1906b063-92a4-4c73-8ff3-2c21d361526f,Coniocybales,Coniocybales,,,,,真菌,Coniocybomycetes,目,Catalogue of Life: 2020-04-16 Beta,已确认,cpqis.wangnaiyang,2020-06-14 19:04:56,,True,cpqis.wangnaiyang,2020-06-14 19:04:52.000,,2020-06-14 19:04:53.160,2022-10-04 20:32:07.130
09358c05-66c0-428f-8371-99a9e66a5772,Coniocybaceae,Coniocybaceae,,粉头衣科,,,真菌,Coniocybales,科,Catalogue of Life: 2020-04-16 Beta,已确认,admin,1900-01-01 00:00:00,,True,,2001-01-01 00:00:00.000,cpqis.wangnaiyang,2020-06-14 19:03:47.000,2022-10-04 20:32:07.130
