guid,scientific_name,scientific_name_with_authors,authorship,chinese_name,english_name,abbreviation,classification,parent_genus,taxonomic_level,sources,confirmation_status,reviewer,review_time,original_risk_code,is_species,author,created_time,editor,modified_time,temp_created_time
b44b7426-c5c4-4b96-b8f9-da476c098d4f,Aprostocetus epicharmus,"Aprostocetus epicharmus (Walker, 1839)","(Walker, 1839)",(长尾啮小蜂属),,,昆虫,Aprostocetus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
f1359153-6266-460a-a4b3-df1b22355496,Distatrix,"Distatrix Mason, 1981","Mason, 1981",(茧蜂),,,昆虫,Braconidae,科,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
ac95ea31-8abc-45a5-9bb2-d54d23faeae9,Paralongidorus australis,"Paralongidorus australis Stirling and McCulloch, 1985","Stirling and McCulloch, 1985",,needle nematode,,线虫,Paralongidorus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
95051c7d-808a-4199-86fc-cf194a9674ba,Scymnus margipellens,Scymnus margipellens ,,(小毛瓢虫属),,,昆虫,Scymnus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
5ec48bd2-baf8-48a4-853f-cf1f732d60cf,Exenterus tricolor,"Exenterus tricolor Roman, 1913","Roman, 1913",(姬蜂),,,昆虫,Exenterus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
1e27d7fa-5c2f-42c5-8703-ceed0d62ace5,Pimpla hesperus,Pimpla hesperus (Townes),(Townes),(黑瘤姬蜂),,,昆虫,Pimpla,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
52b18912-d464-4d05-9555-d2f55817fb64,Podothrips lucasseni,Podothrips lucasseni Kruger,Kruger,(肢管蓟马属),,,昆虫,Podothrips,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
354c3730-c6d6-4d7b-96ea-d3885cee90a4,Aphanogmus trasides,Aphanogmus trasides ,,(分盾细蜂),,,昆虫,Aphanogmus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
d2e07ad4-9541-4079-a67e-d52902635565,Ultracoelostoma assimile,"Ultracoelostoma assimile (Maskell, 1890)"," (Maskell, 1890)",(珠蚧),,,昆虫,Ultracoelostoma,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
5ed49974-e0fe-4238-a644-e69b0c154b78,Hololepta minuta,"Hololepta minuta Erichson, 1834","Erichson, 1834",(阎甲),,,昆虫,Hololepta,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
e24d1f51-c6aa-4261-80bd-d8eb756ba924,Colydium,"Colydium Fabricius, 1793","Fabricius, 1793",(瘤拟步行虫),,,昆虫,Zopheridae,属,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
0d7ee48e-d85b-4513-89ef-d8c484803d6e,Arge pagana,Arge pagana (Panzer),(Panzer),(三节叶蜂属),rose arge,,昆虫,Arge,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
992aa049-c3b7-4620-a4db-d8d0d734b919,Nowickia ferox,"Nowickia ferox (Panzer, 1809)","(Panzer, 1809)",(寄蝇),,,昆虫,Nowickia,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
6068e46a-d5f5-4250-ab47-e187946f9666,Ecphylus caudatus,"Ecphylus caudatus Ruschka, 1916","Ruschka, 1916",,,,昆虫,Ecphylus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
f11e90e0-fb36-430d-bde5-d88638754e27,Silpha obscura,Silpha obscura Linnaeus,Linnaeus,暗色埋葬虫,,,昆虫,Silpha,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
26110395-0072-4fb4-953c-d8129808978e,Erythmelus psallidis,Erythmelus psallidis Gahan,Gahan,(缨小蜂),,,昆虫,Erythmelus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
623986f5-2827-4d40-9f3a-d84a6a70915b,Aphytis chilensis,Aphytis chilensis Howard,Howard,(黄金蚜小蜂属),,,昆虫,Aphytis,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
68d5f912-c85b-474f-9d21-d64091633859,Heteropsyche stenomorpha,"Heteropsyche stenomorpha Perkins, 1905","Perkins, 1905",(寄蛾),,,昆虫,Heteropsyche,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
35ab0a2d-54c6-465c-b691-dc73aa7537aa,Diconocoris,"Diconocoris Mayr, 1865","Mayr, 1865",(网蝽),,,昆虫,Tingidae,属,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
61caf0a5-e028-4654-add0-db97cb5cd951,Cryptogonus orbiculus,"Cryptogonus orbiculus (Gyllenhal, 1808)","(Gyllenhal, 1808)",(瓢虫),,,昆虫,Cryptogonus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
61753159-ae2d-4071-a8f8-db6d06e82694,Gregarina typographi,Gregarina typographi ,,,,,原生动物,Gregarina,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
789b41f0-b35f-4f1b-8a16-db4f008ba4fd,Centrodora idiocera,Centrodora idiocera ,,(申蚜小蜂属),,,昆虫,Centrodora,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
d1157598-ab76-4172-bffb-e659fb3ce6d2,Dasynus,"Dasynus Burmeister, 1834","Burmeister, 1834",(缘蝽),,,昆虫,Coreidae,属,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
107edea3-35ab-4972-8c6a-d7eaf3a5b8bc,Diachasmimorpha albobalteata,"Diachasmimorpha albobalteata (Cameron, 1912)","(Cameron, 1912)",(全裂茧蜂属),,,昆虫,Diachasmimorpha,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
965578aa-b7fa-492b-8725-e1153f31028e,Chlaenius panagaeoides,Chlaenius panagaeoides (Laferte-Senectere),(Laferte-Senectere),(青步甲属),,,昆虫,Chlaenius,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
6cb3d203-3612-4375-91cf-dcc33c459e1d,Ectomocoris xaverei,Ectomocoris xaverei ,,(猎蝽),,,昆虫,Ectomocoris,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
8fe99215-0720-4c3a-bab0-e5e0b39cb710,Collaria,"Collaria Provancher, 1872","Provancher, 1872",(盲蝽),,,昆虫,Miridae,属,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
96ccbacb-e823-45fb-8d80-e5f87b778456,Aprostocetus bruzzonis,Aprostocetus bruzzonis Masi,Masi,(长尾啮小蜂属),,,昆虫,Aprostocetus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
96292443-5bd8-4576-842f-c9af360a225f,Glyptoscelis aeneipennis,Glyptoscelis aeneipennis Baly,Baly,(叶甲),,,昆虫,Glyptoscelis,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
c5af544a-e0fd-4d4f-8148-c9f280783cd5,Charops nigrita,"Charops nigritus Gupta & Maheshwary, 1971","Charops nigritus Gupta & Maheshwary, 1971",(姬蜂),,,昆虫,Charops,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
07f6fcb6-0c98-4181-9713-cbf401ed13a7,Eriborus trochanteratus,Eriborus trochanteratus (Morley),(Morley),(钝唇姬蜂属),,,昆虫,Eriborus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
da097fd7-948b-45c6-bc43-c6ecc2a129a2,Leptinotarsa texana,"Leptinotarsa texana Schaeffer, 1906","Schaeffer, 1906",(瘦跗叶甲属),,,昆虫,Leptinotarsa,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
1803ff84-714e-4fdb-9a9a-c7477e200d89,Barley yellow streak mosaic virus,Barley yellow streak mosaic virus ,,,,,病毒,,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
060508f3-0efe-422e-80a3-c54f8e091e0a,Medetera bistriata,"Medetera bistriata Parent, 1929","Parent, 1929",(长足虻),,,昆虫,Medetera,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
bf4b57fe-18db-4dd6-962e-cc18fecfafa0,Eublemma roseonivea,Eublemma roseonivea (Walker),(Walker),(猎夜蛾属),,,昆虫,Eublemma,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
96da84c8-6609-4fab-a30a-cdae585b7faf,Coloborrhis corticina,Coloborrhis corticina Germar,Germar,(叶蝉),,,昆虫,Coloborrhis,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
39e31781-b254-45bf-b3c6-c50949a23932,Azya luteipes,Azya luteipes Mulsant,Mulsant,(瓢虫),,,昆虫,Azya,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
77b24d79-5638-4516-af1c-c4ca41f3d5e8,Lachnopus coffeae,Lachnopus coffeae Marshall,Marshall,(象甲),leaf weevil,,昆虫,Lachnopus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
09c98bdb-15b8-49a3-8208-ca486a710bdd,Ceutorhynchus roberti,Ceutorhynchus roberti Gyllenhal,Gyllenhal,(龟象属),,,昆虫,Ceutorhynchus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
68c4a3af-4d45-4da4-9e05-cdeedd876956,Diospilus morosus,"Diospilus morosus Reinhard, 1862","Reinhard, 1862",(邻茧蜂),,,昆虫,Diospilus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
bd54658b-a8bc-448d-b491-cdf6770d993e,Diplazon pectoratorius,"Diplazon pectoratorius (Thunberg, 1822)","(Thunberg, 1822)",褐胸蚜蝇姬蜂,,,昆虫,Diplazon,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
1174c50f-38b6-4050-b037-de471484e231,Trichomalus statutus,Trichomalus statutus (Forst.),(Forst.),(毛体金小蜂属),,,昆虫,Trichomalus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
45609590-e127-420a-abc3-dc17c62089f8,Isosturmia chatterjeeana,Isosturmia chatterjeeana (Bar.),(Bar.),(寄蝇),,,昆虫,Isosturmia,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
5a1ec0c7-bc03-484e-8671-cc9037168482,Meigenia dorsalis,"Meigenia dorsalis (Meigen, 1824)","(Meigen, 1824)",(美根寄蝇属),,,昆虫,Meigenia,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
4c110954-5424-4d76-9834-8ef56617bf15,Pterohelaeus alternatus,Pterohelaeus alternatus Pascoe,Pascoe,(拟步甲),,,昆虫,Pterohelaeus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
4f151014-d4e2-4280-9b9c-83aa177d290d,Pulvinaria ficus,Pulvinaria ficus Hempel,Hempel,(绵蜡蚧属),guava mealy scale,,昆虫,Pulvinaria,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
9b23fe91-11e6-4f1d-963c-83849a303a9e,Thomsonisca amathus,"Thomsonisca amathus (Walker, 1838)","(Walker, 1838)",(汤氏跳小蜂属),,,昆虫,Thomsonisca,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
5c3caa0d-56b4-44bb-af3e-8790316ca859,Leersia hexandra,Leersia hexandra Sw.,Sw.,,southern cut grass,,杂草,Leersia,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
b95efac7-ecdb-447b-8ffc-8f15b9c936c6,Cerotoma variegata,Cerotoma variegata (Fabricius),(Fabricius),(叶甲),,,昆虫,Cerotoma,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
73c25240-8e21-43e2-b38a-8d7a16dcdc32,Catolaccus aeneoviridis,Catolaccus aeneoviridis Girault,Girault,(金小蜂),,,昆虫,Catolaccus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
2e7b67dd-786b-47f4-b2fd-8e47a22bcb83,Ceroplastes grandis,"Ceroplastes grandis Hempel, 1900","Hempel, 1900",(蜡蚧属),,,昆虫,Ceroplastes,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
8489a513-08ea-403a-a516-804323a1a3f6,Chorebus orghidani,Chorebus orghidani ,,(茧蜂),,,昆虫,Chorebus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
b5f99831-ab9c-4553-a673-8beb6efe5454,Dysgonia,"Dysgonia Hubner, 1823","Hubner, 1823",(裳夜蛾),,,昆虫,Erebidae,属,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
c7b1533e-b8e5-4b5a-b42f-8bd2d5236477,Mestocharella javensis,"Mestocharella javensis Gahan, 1922","Gahan, 1922",(姬小蜂),,,昆虫,Mestocharella,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
c23eb89c-d090-43c8-9b55-8bd3b9f71976,Eurytoma attiva,"Eurytoma attiva Burks, 1958","Burks, 1958",(广肩小蜂属),,,昆虫,Eurytoma,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
7b8a0f6b-ed06-4f43-a896-8bd62de0f373,Dejeania,"Dejeania Robineau-Desvoidy, 1830","Robineau-Desvoidy, 1830",(寄蝇),,,昆虫,Tachinidae,属,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
319756bd-4dfb-49bb-899f-8b4272eaa93a,Ceratochrysa,"Ceratochrysa Tjeder, 1966","Tjeder, 1966",(草蛉),,,昆虫,Chrysopidae,属,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
e1a7562f-9640-4132-8335-89339a1d956b,Lounsburyia trifasciata,"Lounsburyia trifasciata (Compere, 1925) ","(Compere, 1925)",(蚜小蜂),,,昆虫,Lounsburyia,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
26291e74-5a60-4a47-8628-78a99fd4ac44,Antheraea paphia,Antheraea paphia (Linnaeus),(Linnaeus),(柞蚕属),"tasar, moth",,昆虫,Antheraea,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
459d19de-5745-49fa-a850-84caa1758b33,Chaetogena obliquata,Chaetogena obliquata ,,(寄蝇),,,昆虫,Chaetogena,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
6b17a84d-0009-42ee-aac6-78a7ba759784,Gregopimpla inquisitor,Gregopimpla inquisitor (Scopoli),(Scopoli),(姬蜂),,,昆虫,Gregopimpla,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
75c8bfbb-c937-42a9-a523-8f2c04d569ff,Ophraella cribrata,Ophraella cribrata (Leconte),(Leconte),(叶甲),,,昆虫,Ophraella,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
5b3827f8-0328-4368-a56f-8fa37dd62456,Ceresa minor,Ceresa minor Fowler,Fowler,(角蝉),,,昆虫,Ceresa,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
2c6b5240-7fae-44a7-a103-8f6b596c2fb3,Sphenorhina,"Sphenorhina Amyot & Audinet-Serville, 1843","Amyot & Audinet-Serville, 1843",(沫蝉),,,昆虫,Cercopidae,属,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
33e19de0-ab71-4c90-80bf-8f49997dd4eb,Archanara sparganii,Archanara sparganii (Esper),(Esper),(锹额夜蛾属),,,昆虫,Archanara,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
b9f34d5c-6290-49b1-aab9-8d3065e6dff3,Jalysus wickhami,Jalysus wickhami Van Duzee,Van Duzee,(跷蝽),,,昆虫,Jalysus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
533deb0c-8117-45c3-ad75-9aedb8d08eb0,Trichogramma voegelei,Trichogramma voegelei ,,(赤眼蜂属),,,昆虫,Trichogramma,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
9777591e-743d-47cb-b0fe-9b38231152f6,Veronicella sloanii,Veronicella sloanii ,,,,,软体动物,Veronicella,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
71503f84-daf3-42a4-a720-9cea6562b6e2,Baryodma verna,Baryodma verna ,,,,,昆虫,Baryodma,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
711f23e4-9a74-4aa6-8289-95d4d04d1373,Chrysocharis laomedon,Chrysocharis laomedon (Walker),(Walker),(姬小蜂),,,昆虫,Chrysocharis,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
1633bbfa-88d6-4fe5-bca4-8c9abdf42dcc,Lasconotus subcostulatus,Lasconotus subcostulatus ,,(幽甲),,,昆虫,Lasconotus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
e866a521-cfdd-4de8-8850-8caa6224f2e2,Dorylus helvolus,"Dorylus helvolus (Linnaeus, 1764)","(Linnaeus, 1764)",(行军蚁属),,,昆虫,Dorylus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
682f6037-2343-4c4c-bd7f-9a733493bee6,Chrysolina staphylaea,Chrysolina staphylaea (Linnaeus),(Linnaeus),(金叶甲属),,,昆虫,Chrysolina,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28,,2001-01-01,2022-10-04 20:32:07.130
