guid,scientific_name,scientific_name_with_authors,authorship,chinese_name,english_name,abbreviation,classification,parent_genus,taxonomic_level,sources,confirmation_status,reviewer,review_time,original_risk_code,is_species,author,created_time,editor,modified_time,temp_created_time
fe347679-75a3-4999-a99d-164b002d52dc,Flavopimpla,"Flavopimpla Betrem, 1932","Betrem, 1932",(姬蜂),,,昆虫,Ichneumonidae,属,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
40183f63-93c4-4056-a710-063332485de2,Anthia,"Anthia Weber, 1801","Weber, 1801",(步甲),,,昆虫,Carabidae,属,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
7d618f44-a301-4876-9532-1577b83e50b0,Scymnus pallidivestris,Scymnus pallidivestris ,,(小毛瓢虫属),,,昆虫,Scymnus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
231e2d36-e525-48fc-910d-1567e043d1ca,Xiphydriophagus meyerinckii,"Xiphydriophagus meyerinckii (Ratzeburg, 1848)","(Ratzeburg, 1848)",(金小蜂),,,昆虫,Xiphydriophagus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
b1e90b2d-1b6d-4c30-98cd-1998e3b2b355,Theocarcelia,Theocarcelia ,,(寄蝇),,,昆虫,Tachinidae,属,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
198134e8-783a-4a19-859c-087d4c82dccc,Cirrospilus vittatus,Cirrospilus vittatus Walker,Walker,(姬小蜂),,,昆虫,Cirrospilus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
67497f58-85cd-45cd-b46c-08a717c30a4e,Scymnus marginicollis,"Scymnus marginicollis Mannerheim, 1843","Mannerheim, 1843",(小毛瓢虫属),,,昆虫,Scymnus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
5efd07f2-4072-47af-86d1-083f5296ae73,Eurytoma serratulae,Eurytoma serratulae (Fabricius),(Fabricius),(广肩小蜂属),,,昆虫,Eurytoma,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
f1785495-be2b-4374-9c8e-106c49449540,Cassida obtusata,Cassida obtusata Boheman,Boheman,(龟甲属),,,昆虫,Cassida,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
271bcfc7-eb42-473c-8e4f-104a5fe6caef,Chilecomadia,Chilecomadia ,,(木蠹蛾),,,昆虫,Cossidae,属,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
2e279945-c605-4656-be50-18844f473ca2,Goryphus nursei,Goryphus nursei (Cameron),(Cameron),(驼姬蜂属),,,昆虫,Goryphus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
e386c83d-ad54-4465-9282-0b1ce6c64aee,Pharopsis tonderae,Pharopsis tonderae Fursch,Fursch,(瓢虫),,,昆虫,Pharopsis,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
cc927ada-a658-4be6-8a10-18d4622f1968,Cryptanusia,"Cryptanusia Girault, 1917","Girault, 1917",(跳小蜂),,,昆虫,Encyrtidae,属,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
7c527423-c425-4b49-a4f2-debc2de25ff5,Pauesia unilachni,Pauesia unilachni Gahan,Gahan,(少毛蚜茧蜂属),,,昆虫,Pauesia,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
d64e7e3f-b9d6-4e56-81e8-fb70e7998338,Podagrica puncticollis,Podagrica puncticollis Weise,Weise,(跳甲),,,昆虫,Podagrica,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
d5890dd6-ff6a-449e-b741-fb88e3146802,Snellenius hippotionus,"Snellenius hippotionus Austin & Dangerfield, 1993","Austin & Dangerfield, 1993",(茧蜂),,,昆虫,Snellenius,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
61ad00c6-a21a-4ba8-8b36-e59efe36ef38,Trachymyrmex urichi,"Trachymyrmex urichii (Forel, 1893)","i (Forel, 1893)",(蚁),,,昆虫,Trachymyrmex,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
107ad1ed-2d5b-4862-aa9a-e11a812122d2,Diadegma amphipoeae,Diadegma amphipoeae Kusigemati,Kusigemati,(姬蜂),,,昆虫,Diadegma,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
4cc85898-4fcf-4f99-816f-e123dfe8bfea,Stenobracon trifaciatus,Stenobracon trifaciatus Szepl.,Szepl.,(茧蜂),,,昆虫,Stenobracon,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
ec18f3db-bc17-4e2d-966d-e90ba12faa0e,Veliidae,Veliidae ,,宽肩黾蝽科,water crickets,,昆虫,Hemiptera,科,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
6b8acaad-4533-487f-8d65-e8bf278216b6,Fitzroya,"Fitzroya Hook. f. ex Lindl., orth. var.","Hook. f. ex Lindl., orth. var.",,,,杂草,Cupressaceae,属,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
d7cd5af2-6ce2-4066-a482-efbbdf8c660b,Erechthias minuscula,"Erechthias minuscula (Walsingham, 1897)","(Walsingham, 1897)",(谷蛾),,,昆虫,Erechthias,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
c1888a6f-a226-4cef-8ee3-e4549d813c71,Ooencyrtus sinis,"Ooencyrtus sinis Prinsloo, 1987","Prinsloo, 1987",(卵跳小蜂属),,,昆虫,Ooencyrtus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
fd26bd59-17de-41e3-a16f-f0056cd35eef,Hellula rogatalis,Hellula rogatalis (Hulst),(Hulst),(菜心野螟属),"cabbage, webworm",,昆虫,Hellula,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
1a0b7882-12b3-4a79-a611-efe80d9aa4a7,Priochirus unicolor,Priochirus unicolor ,,(齿隐翅虫属),,,昆虫,Priochirus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
2d818a3e-c1bb-4025-a757-ee3483ef8594,Melanostoma fasciatum,"Melanostoma fasciatum (Macquart, 1850)","(Macquart, 1850)",(墨食蚜蝇属),,,昆虫,Melanostoma,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
c2436288-7705-4e8c-a5b4-ee4fc100e9ca,Camponotus rufipes,Camponotus rufipes (Fabricius),(Fabricius),(弓背蚁属),,,昆虫,Camponotus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
17fabd32-71b4-4d85-88ba-ef905f1bcf26,Termatophylidea maculata,"Termatophylidea maculata Usinger, 1935","Usinger, 1935",(盲蝽),,,昆虫,Termatophylidea,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
cf16202c-8dd0-43e7-a2d4-ef29ea45a5e0,Helorus,"Helorus Latreille, 1802","Latreille, 1802",柄腹细蜂属,,,昆虫,Heloridae,属,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
aa91c1d5-4b07-4f9e-9a6b-ef5ca60325b0,Oedionychus decimguttatus,Oedionychus decimguttatus (F.),(F.),(叶甲),,,昆虫,Oedionychus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
7e41d601-c4c3-4dc9-ba44-ef85b15e6078,Kotochalia junodi,Kotochalia junodi Heylaerts,Heylaerts,(蓑蛾),,,昆虫,Kotochalia,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
bbcab4ad-e736-4b12-b782-e6d689cb7e47,Halticus tibialis,"Halticus tibialis Reuter, 1891","Reuter, 1891",(跳盲蝽属),garden fleahopper,,昆虫,Halticus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
c1fc9420-2199-4c74-963f-01d1ac0a8a37,Neopristomerus appalachianus,Neopristomerus appalachianus ,,(姬蜂),,,昆虫,Neopristomerus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
18740cf8-a72f-4943-a5c5-fbdd0561de35,Spragueia dama,"Spragueia dama Guenée, 1952","Guenée, 1952",(夜蛾),,,昆虫,Spragueia,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
8c810257-bad7-44bf-86f7-f6b31ac1658b,Craspedonotus,"Craspedonotus Schaum, 1863","Schaum, 1863",(步甲),,,昆虫,Carabidae,属,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
55a07736-5fb5-40e5-bf9b-e4558743cc4a,Exorista fallax,Exorista fallax Meigen,Meigen,(追寄蝇属),,,昆虫,Exorista,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
18e7f151-f6c8-47a1-9b2d-f4978abd27cc,Apanteles javanensis,Apanteles javanensis Rohw.,Rohw.,(绒茧蜂属),,,昆虫,Apanteles,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
9e10a099-95e4-4dd6-9845-eb90310b023e,Tiphia biseculata,Tiphia biseculata Allen et Jaynes,Allen et Jaynes,赤足黑小土蜂,,,昆虫,Tiphia,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
ae240d19-0057-4a79-9b36-f0609bc6e1e5,Scolothrips takahashii,"Scolothrips takahashii Priesner, 1950","Priesner, 1950",(食螨蓟马属),,,昆虫,Scolothrips,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
ab1d2af8-fd5b-402a-a971-f086d8887258,Lissopimpla scutata,"Lissopimpla scutata Krieger, 1899 ","Krieger, 1899",(姬蜂),,,昆虫,Lissopimpla,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
193a7a53-8596-4952-ba19-eb9cb029e87c,Proacrias coffeae,Proacrias coffeae Ihering,Ihering,(姬小蜂),,,昆虫,Proacrias,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
d956608e-e638-4104-bc41-eb78e6a0b2c9,Austroopius,"Austroopius Szepligeti, 1900","Szepligeti, 1900",(茧蜂),,,昆虫,Braconidae,属,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
430cde00-bef2-4dd6-bc3b-e68546400757,Banasa lenticularis,Banasa lenticularis (DeGeer),(DeGeer),(蝽),,,昆虫,Banasa,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
ed01b056-2580-4fb7-be09-f4544bb93198,Coccinella trifasciata,Coccinella trifasciata Linnaeus,Linnaeus,(瓢虫属),,,昆虫,Coccinella,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
b4690b87-feb9-40d4-a729-f40f5aa9d05b,Pachysomoides stupidus,"Pachysomoides stupidus (Cresson, 1874)","(Cresson, 1874)",(姬蜂),,,昆虫,Pachysomoides,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
a7f28ecd-b078-49fa-89b1-f63cd21f0cc0,Diolcogaster facetosa,"Diolcogaster facetosa (Weed, 1888)","(Weed, 1888)",(茧蜂),,,昆虫,Diolcogaster,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
c553ad1b-e401-4d87-be81-f67c84bf75c8,Thripsobremia thripivora,"Thripsobremia thripivora Gagne, 1993","Gagne, 1993",(瘿蚊),,,昆虫,Thripsobremia,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
161a85ee-0f08-42a4-b8a9-e1e8b1b4e55f,Euplectromorpha babarabica,Euplectromorpha babarabica Myartseva,Myartseva,(姬小蜂),,,昆虫,Euplectromorpha,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
68703107-07f3-4596-8371-e1cb1a69b254,Argentinorhynchus minimus,Argentinorhynchus minimus O'Brien & Wibmer,O'Brien & Wibmer,(胖象鼻虫),,,昆虫,Argentinorhynchus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
a5a63d90-eeb8-4bb1-9cfd-f6d9c6130a02,Tranosema carbonellum,"Tranosema carbonellum (Thomson, 1887)","(Thomson, 1887)",(姬蜂),,,昆虫,Tranosema,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
8fed1485-009e-4f2a-a591-f1d0afeda7ba,Cardiochiles variegatus,Cardiochiles variegatus Szepligeti,Szepligeti,(折脉茧蜂属),,,昆虫,Cardiochiles,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
1361f21c-b001-4939-a7b3-f1d4f1cba74f,Allonyx quadrimaculatus,Allonyx quadrimaculatus (Schaller),(Schaller),(郭公虫),,,昆虫,Allonyx,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
f56e9bc0-ac60-4378-abdb-f1a226713bfa,Pebops,"Pebops Hodges, 1978","Hodges, 1978",(尖蛾),,,昆虫,Cosmopterigidae,属,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
b82507f9-dfb0-47c6-a887-f8fd9e85f014,Lyctocoris beneficus,Lyctocoris beneficus (Hiura),(Hiura),(花蝽),,,昆虫,Lyctocoris,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
43e5dcb1-3607-4384-9b6f-fc41717d4d85,Elfia setigera,Elfia setigera ,,(寄蝇),,,昆虫,Elfia,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
b855e99a-ab3c-4a46-bd0f-fc5fe4676116,Anomala polita,Anomala polita (Blanchard),(Blanchard),(异丽金龟属),,,昆虫,Anomala,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
60dec453-ea7d-45b7-a5e3-fc637dd310d5,Blepharidopterus angulatus,Blepharidopterus angulatus (Fallen),(Fallen),(盲蝽),black-kneed capsid,,昆虫,Blepharidopterus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
6839b0f1-a51f-4658-835f-fc654de64811,Eucorynus,"Eucorynus Schonherr, 1823","Schonherr, 1823",(长角象虫),,,昆虫,Anthribidae,属,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
5ddb1ef4-de0f-464a-859a-f9929ae5e60c,Neurothemis terminata,"Neurothemis terminata Ris, 1911","Ris, 1911",(蜻),,,昆虫,Neurothemis,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
a8711dde-ae5b-4ee9-abb3-f7853b7d14fc,Scymnus fenderi,"Scymnus fenderi Malkin, 1943","Malkin, 1943",(小毛瓢虫属),,,昆虫,Scymnus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
0330c804-e649-43d5-a42b-0230be1e59dc,Buathra,"Buathra Cameron, 1903","Cameron, 1903",(姬蜂),,,昆虫,Ichneumonidae,属,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
62790443-b449-4917-bc99-026e4c643563,Drypta australia,Drypta australia ,,,,,杂草,Drypta,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
4e21ec2b-4cc5-4b0a-8a66-f2488fe00ffe,Dicomada,"Dicomada Pascoe, 1873","Pascoe, 1873",(象甲),,,昆虫,Curculionidae,属,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
e863d13f-a9bd-4ac3-bef0-f24eb46c3d16,Cybocephalus rufifrons,"Cybocephalus rufifrons Reitter, 1874","Reitter, 1874",(方头甲属),,,昆虫,Cybocephalus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
47fcd9c3-5cf1-40c4-8ee3-073eb59b9694,Xorides gracilicornis,"Xorides gracilicornis (Gravenhorst, 1829)","(Gravenhorst, 1829)",(凿姬蜂属),,,昆虫,Xorides,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
48e81df7-500b-4e6b-9131-06f889fd8d26,Eucalyptus sideroxylon,Eucalyptus sideroxylon A. Cunn. ex Woolls,A. Cunn. ex Woolls,,black ironbark,,杂草,Eucalyptus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
f972a38d-f317-4212-897e-04e8542bb6ee,Azya bioculata,Azya bioculata Gordon,Gordon,(瓢虫),,,昆虫,Azya,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
64fee6ae-d77f-466a-bd3a-f633a341c419,Epidaus nebulo,"Epidaus nebulo (Stal, 1863)","(Stal, 1863)",暗素猎蝽,,,昆虫,Epidaus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
27b9e13a-ba59-4f74-bf60-f5d904c3fd00,Gonatopus lucidus,Gonatopus lucidus ,,(螯蜂),,,昆虫,Gonatopus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
725751f4-a1da-46cf-9b32-f5f7426c54dc,Corticeus linearis,"Corticeus linearis (Fabricius, 1790)","(Fabricius, 1790)",(拟步甲),,,昆虫,Corticeus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
05228a8a-a892-41c1-86d0-018289b07797,Promecotheca opacicollis,Promecotheca opacicollis ,,椰棕潜叶甲,new Hebrides coconut hipsid,,昆虫,Promecotheca,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
0acde073-9411-48a4-834a-0144140f0287,Lysiphlebus fabarum,"Lysiphlebus fabarum (Marshall, 1896)","(Marshall, 1896)",(茧蜂),,,昆虫,Lysiphlebus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
c5f829c6-d82a-4aab-a04c-fdc03a4e11a6,Trioxys odinae,Trioxys odinae ,,(三叉蚜茧蜂属),,,昆虫,Trioxys,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
1f8809ac-30c3-4f58-b793-fdd0bb6f7f2e,Biosteres caudatus,Biosteres caudatus Szeplegeti,Szeplegeti,(闭口茧蜂属),,,昆虫,Biosteres,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
ccd33f03-994d-454a-896a-f5a95c283904,Nimboa basipunctata,Nimboa basipunctata Withycombe,Withycombe,(粉蛉),,,昆虫,Nimboa,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
7289c84f-e2ac-4916-95c0-fd6e9a690ebd,Eucosma imbridana,Eucosma imbridana (Fernald),(Fernald),(花小卷蛾属),,,昆虫,Eucosma,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
02c79fca-279e-4772-8a55-fd7a76d3b9b0,Calosota longigasteris,"Calosota longigasteris Yang, 1996","Yang, 1996",(旋小蜂),,,昆虫,Calosota,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
f3364d3c-8c83-4afb-a6de-fe73b9d16972,Oedematopoda venusta,"Oedematopoda venusta Meyrick, 1913","Meyrick, 1913",(织蛾),,,昆虫,Oedematopoda,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
1f151942-f077-4748-a596-fe8168a3273a,Megaselia rufipes,"Megaselia rufipes (Meigen, 1804)","(Meigen, 1804)",(异蚤蝇属),,,昆虫,Megaselia,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
a4c6667d-dd7b-49bb-bb62-f502e65e2d60,Oreta extensa,Oreta extensa Walker,Walker,(山钩蛾属),,,昆虫,Oreta,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
8fecaaa6-95b4-4d2f-bf8f-f50450b95376,Monoctonus cerasi,"Monoctonus cerasi (Marshall, 1896)","(Marshall, 1896)",(茧蜂),,,昆虫,Monoctonus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
587494d5-49d6-4bff-818f-02befd1606e0,Coranus,"Coranus Curtis, 1833","Curtis, 1833",(猎蝽),,,昆虫,Reduviidae,属,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
cf589975-9275-4d61-ac3f-02a8897bd11f,Palaeopus grenadensis,Palaeopus grenadensis Marshall,Marshall,(象甲),,,昆虫,Palaeopus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
ed51acf4-b810-4775-ab09-f52a0632fe05,Hockeria urfaensis,Hockeria urfaensis ,,(霍克小蜂属),,,昆虫,Hockeria,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
ded6bdea-ba50-44c5-9049-f52a9586f42b,Propicroscytus mirificus,Propicroscytus mirificus (Girault),(Girault),斑腹瘿蚊金小蜂,,,昆虫,Propicroscytus,种,,已确认,admin,1900-01-01,,True,CPC2006,2007-11-28 00:00:00,,2001-01-01,2022-10-04 20:32:07.130
